"park","plot","visit","genus_species","tag","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","is_the_tree_dead"
"Litchfield","35","T4","Buchanania obovata","40",10.5,"1",14.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","41",8.5,"1",8.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Buchanania obovata","42",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Corymbia polysciada","130",13,"1",17.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Livistona humilis","44",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","45",16,"3",33.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","46",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Livistona humilis","47",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","48",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","49",19,"2",27.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","50",19,"1",28.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","51",14.5,"2",11.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","52",15,"1",13.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","53",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","54",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Livistona humilis","55",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Denhamia obscura","56",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Erythrophleum chlorostachys","57",14.5,"2",27.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Terminalia latipes","58",8.5,"1",9.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","59",18,"1",37.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","60",8,"1",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Corymbia polysciada","61",8,"1",7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","62",17,"1",14.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Corymbia polysciada","63",6,"2",6.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","64",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","65",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Eucalyptus miniata","66",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","67",17,NA,26.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","68",14,"1",17,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Lophostemon lactifluus","69",10,"1",15.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Lophostemon lactifluus","70",14,"1",29.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","71",10,"1",7.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Alphitonia excelsa","72",11,"3",16,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","73",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","74",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","75",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","76",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","77",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T4","Callitris intratropica","100",8,"2",7.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Erythrophleum chlorostachys","101",4,"1",5.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Livistona humilis","102",3.5,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Livistona humilis","103",2.5,"2",8.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Livistona humilis","104",3.5,"2",7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Petalostigma pubescens","105",5,"3",5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Vitex glabrata","106",5.1,"1",6.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","107",4.5,"1",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Terminalia latipes","108",3.5,"1",5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Eucalyptus tetrodonta","109",7.5,"1",5.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Vitex glabrata","110",7,"2",8.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Livistona humilis","111",4,"2",7.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","112",8,"1",8.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","113",8.5,"3",5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","114",9,"1",8.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","115",12.5,"1",13.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T4","Callitris intratropica","116",12.5,"1",15.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Erythrophleum chlorostachys","1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","2",NA,"3",24.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","3",NA,"2",27.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","4",NA,"3",28.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Lophostemon lactifluus","5",NA,"4",9.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","6",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Corymbia polysciada","7",NA,"3",12,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","8",NA,"3",8.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Alphitonia excelsa","9",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Erythrophleum chlorostachys","10",NA,"4",18.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","11",NA,"4",27.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Corymbia polysciada","12",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","13",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Livistona humilis","14",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","15",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","16",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","18",NA,"4",28.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","19",NA,"4",27.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Erythrophleum chlorostachys","20",NA,"4",20,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Terminalia latipes","21",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Terminalia latipes","22",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Erythrophleum chlorostachys","23",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","24",NA,"3",27,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Corymbia polysciada","25",NA,"4",11.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Corymbia polysciada","26",NA,"4",18.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Eucalyptus tetrodonta","27",NA,"4",30.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Erythrophleum chlorostachys","28",NA,"4",17.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","30",NA,"4",27,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Eucalyptus tetrodonta","31",NA,"3",39.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Terminalia latipes","32",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Livistona humilis","33",NA,"3",9.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","34",NA,"3",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","35",NA,"4",25.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","36",NA,"4",32,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","37",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","38",NA,"3",21.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Lophostemon lactifluus","39",NA,"4",13.3,0,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Buchanania obovata","40",NA,"3",14.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","41",NA,"3",9.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Buchanania obovata","42",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Corymbia polysciada","130",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","44",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","45",NA,"4",38,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","46",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Livistona humilis","47",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","48",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","49",NA,"4",29.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","50",NA,"2",30.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","51",NA,"3",14.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","52",NA,"2",16.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","53",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","54",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Livistona humilis","55",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Denhamia obscura","56",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Erythrophleum chlorostachys","57",NA,"3",28.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Terminalia latipes","58",NA,"2",10.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","59",NA,"4",41.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","60",NA,"2",12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Corymbia polysciada","61",NA,"3",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","62",NA,"1",17.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Corymbia polysciada","63",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","64",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","65",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Eucalyptus miniata","66",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","67",NA,"3",27.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","68",NA,"4",19.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Lophostemon lactifluus","69",NA,"3",17.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Lophostemon lactifluus","70",NA,"1",29.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","71",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Alphitonia excelsa","72",NA,"4",16.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","73",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","74",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","75",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","76",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","77",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","35","T5","Callitris intratropica","100",NA,"3",9.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Erythrophleum chlorostachys","101",NA,"3",5.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","102",NA,"2",8.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","103",NA,"2",9.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","104",NA,"4",7.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Petalostigma pubescens","105",NA,"4",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Vitex glabrata","106",NA,"4",6.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","107",NA,"2",6.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Terminalia latipes","108",NA,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Eucalyptus tetrodonta","109",NA,"2",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Vitex glabrata","110",NA,"4",9.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Livistona humilis","111",NA,"3",7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","112",NA,"1",9.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","113",NA,"3",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","114",NA,"1",9.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","115",NA,"1",15.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","35","T5","Callitris intratropica","116",NA,"1",18.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus tetrodonta","1",21,"2",41.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus tetrodonta","2",7,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus tetrodonta","3",11.5,"2",13.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus tetrodonta","4",13,"1",34.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Erythrophleum chlorostachys","5",8.5,"2",19.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Erythrophleum chlorostachys","6",9,"2",11.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Erythrophleum chlorostachys","7",6.5,"1",8.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Erythrophleum chlorostachys","8",10,"2",16.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Livistona humilis","9",7.5,"1",6.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Erythrophleum chlorostachys","10",7.5,"2",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","11",12,"2",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Erythrophleum chlorostachys","12",12.5,"1",23.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Corymbia polysciada","13",11.5,"1",25.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus tetrodonta","14",15,"2",16.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus tetrodonta","15",18.5,"1",22.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Pandanus spiralis","16",7,"1",13.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","17",12.5,"2",24.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Pandanus spiralis","18",4,"1",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","19",12,"1",16.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","20",18,"2",32,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Terminalia grandiflora","21",4.5,"0",5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","22",14,"1",24.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","23",20,"1",32.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","24",21,"2",43.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Eucalyptus miniata","25",14,"2",40.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Erythrophleum chlorostachys","26",4.5,"0",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T1","Livistona humilis","27",3,"1",8.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus tetrodonta","1",24,"1",45,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus tetrodonta","2",9,"1",8.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus tetrodonta","3",14,"0",15.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus tetrodonta","4",18,"0",36.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Erythrophleum chlorostachys","5",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T2","Erythrophleum chlorostachys","6",11,"0",11.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Erythrophleum chlorostachys","7",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T2","Erythrophleum chlorostachys","8",12,"0",18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Livistona humilis","9",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T2","Erythrophleum chlorostachys","10",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T2","Eucalyptus miniata","11",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T2","Erythrophleum chlorostachys","12",14,"0",24.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Corymbia polysciada","13",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T2","Eucalyptus tetrodonta","14",15,"0",17.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus tetrodonta","15",16,"0",24.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Pandanus spiralis","16",8,"0",12.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","17",13,"0",25.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Pandanus spiralis","18",5,"0",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","19",12,"0",16.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","20",19,"0",34.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Terminalia grandiflora","21",6,"0",7.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","22",16,"0",26.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","23",18,"0",34.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","24",20,"0",44.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","25",16,"0",42.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Erythrophleum chlorostachys","26",6,"0",10.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Livistona humilis","27",4,"0",8.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Grevillea pteridifolia","28",6.5,"0",7.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus miniata","29",7,"0",6.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Canarium australianum","30",6,"0",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus tetrodonta","31",7,"0",5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Eucalyptus tetrodonta","32",6.5,"0",6.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Petalostigma pubescens","33",5,"0",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Petalostigma pubescens","34",5,"0",7.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Petalostigma pubescens","35",4.5,"0",5.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Erythrophleum chlorostachys","36",5.5,"0",6.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Erythrophleum chlorostachys","37",5.5,"0",6.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Petalostigma pubescens","38",5,"0",5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T2","Petalostigma pubescens","39",6,"0",5.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Eucalyptus tetrodonta","1",25.5,"1",46.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Eucalyptus tetrodonta","2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Eucalyptus tetrodonta","3",11,"1",16.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Eucalyptus tetrodonta","4",18,"1",36.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Erythrophleum chlorostachys","5",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Erythrophleum chlorostachys","6",12,"3",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Erythrophleum chlorostachys","7",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Erythrophleum chlorostachys","8",11,"3",18.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Livistona humilis","9",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Erythrophleum chlorostachys","10",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Eucalyptus miniata","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Erythrophleum chlorostachys","12",15.5,"1",25,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Corymbia polysciada","13",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Eucalyptus tetrodonta","14",16.5,"1",18.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Eucalyptus tetrodonta","15",20,"1",25.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Pandanus spiralis","16",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","36","T3","Eucalyptus miniata","17",10.5,"0",25.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Pandanus spiralis","18",6.5,"0",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Eucalyptus miniata","19",NA,NA,17.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","36","T3","Eucalyptus miniata","20",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
