WETLAND,TRANSECT,SPECIES,STAGE,SEX,COUNT,MONTH,DAY,YEAR 
T03,E,NONE,NA,NA,0,5,3,2009
T04,E,RAPI,A,U,2,5,3,2009
T05,E,RAPI,A,U,1,5,3,2009
T06,E,NONE,NA,NA,0,5,3,2009
T07,E,NONE,NA,NA,0,5,3,2009
T08,E,RAPI,A,U,1,5,3,2009
T09,E,NONE,NA,NA,0,5,3,2009
P01,E,AMMA,A,F,1,5,4,2009
P02,E,NONE,NA,NA,0,5,4,2009
P03,E,NONE,NA,NA,0,5,4,2009
P04,E,AMMA,N,F,1,5,4,2009
P06,E,AMMA,A,M,1,5,4,2009
P07,E,NONE,NA,NA,0,5,4,2009
P08,E,NONE,NA,NA,0,5,4,2009
P11,E,AMMA,N,F,1,5,4,2009
T01,E,NONE,NA,NA,0,5,4,2009
T02,E,NONE,NA,NA,0,5,4,2009
T03,E,NONE,NA,NA,0,5,4,2009
T04,E,NONE,NA,NA,0,5,4,2009
T05,E,NONE,NA,NA,0,5,4,2009
T06,E,NONE,NA,NA,0,5,4,2009
T07,E,AMMA,A,F,1,5,4,2009
T08,E,RAPI,A,U,1,5,4,2009
T09,E,RAPI,A,U,1,5,4,2009
P01,E,NONE,NA,NA,0,6,1,2009
P02,E,NONE,NA,NA,0,6,1,2009
P03,E,NONE,NA,NA,0,6,1,2009
P04,E,NONE,NA,NA,0,6,1,2009
P06,E,NONE,NA,NA,0,6,1,2009
P07,E,RAPI,A,U,1,6,1,2009
P08,E,NONE,NA,NA,0,6,1,2009
P11,E,AMMA,N,F,1,6,1,2009
T01,E,NONE,NA,NA,0,6,1,2009
T02,E,NONE,NA,NA,0,6,1,2009
T03,E,NONE,NA,NA,0,6,1,2009
T04,E,NONE,NA,NA,0,6,1,2009
T05,E,RAPI,A,U,2,6,1,2009
T06,E,NONE,NA,NA,0,6,1,2009
T07,E,AMMA,A,F,1,6,1,2009
T08,E,NONE,NA,NA,0,6,1,2009
T09,E,FROTAD,L,U,73,6,1,2009
P01,E,NONE,NA,NA,0,6,2,2009
P02,E,NONE,NA,NA,0,6,2,2009
P03,E,NONE,NA,NA,0,6,2,2009
P04,E,NONE,NA,NA,0,6,2,2009
P06,E,RAPI,A,U,2,6,2,2009
P07,E,RAPI,A,U,2,6,2,2009
P08,E,NONE,NA,NA,0,6,2,2009
P11,E,AMMA,N,F,1,6,2,2009
T01,E,AMMA,A,F,1,6,2,2009
T01,E,AMMA,A,M,2,6,2,2009
T02,E,NONE,NA,NA,0,6,2,2009
T03,E,NONE,NA,NA,0,6,2,2009
T04,E,RAPI,A,U,1,6,2,2009
T05,E,RAPI,A,U,3,6,2,2009
T06,E,NONE,NA,NA,0,6,2,2009
T07,E,NONE,NA,NA,0,6,2,2009
T08,E,NONE,NA,NA,0,6,2,2009
T09,E,RAPI,A,U,1,6,2,2009
T09,E,FROTAD,L,U,136,6,2,2009
P01,E,NONE,NA,NA,0,6,3,2009
P02,E,NONE,NA,NA,0,6,3,2009
P03,E,NONE,NA,NA,0,6,3,2009
P04,E,NONE,NA,NA,0,6,3,2009
P06,E,RAPI,A,U,1,6,3,2009
P07,E,AMMA,N,F,1,6,3,2009
P07,E,AMMA,N,M,1,6,3,2009
P07,E,RAPI,A,U,1,6,3,2009
P08,E,NONE,NA,NA,0,6,3,2009
P11,E,NONE,NA,NA,0,6,3,2009
T01,E,AMMA,A,F,3,6,3,2009
T01,E,AMMA,A,M,1,6,3,2009
T02,E,NONE,NA,NA,0,6,3,2009
T03,E,NONE,NA,NA,0,6,3,2009
T04,E,RAPI,A,U,1,6,3,2009
T05,E,RAPI,A,U,1,6,3,2009
T05,E,FROTAD,L,U,1,6,3,2009
T06,E,RAPI,A,U,1,6,3,2009
T07,E,RAPI,A,U,1,6,3,2009
T08,E,FROTAD,L,U,7,6,3,2009
T09,E,RAPI,A,U,2,6,3,2009
T09,E,FROTAD,L,U,86,6,3,2009
P01,E,AMMA,A,M,2,6,4,2009
P01,E,RAPI,A,U,1,6,4,2009
P02,E,NONE,NA,NA,0,6,4,2009
P03,E,NONE,NA,NA,0,6,4,2009
P04,E,AMMA,A,F,1,6,4,2009
P04,E,AMMA,N,F,1,6,4,2009
P06,E,NONE,NA,NA,0,6,4,2009
P07,E,AMMA,A,M,1,6,4,2009
P07,E,AMMA,N,M,1,6,4,2009
P08,E,NONE,NA,NA,0,6,4,2009
P11,E,NONE,NA,NA,0,6,4,2009
T01,E,AMMA,A,M,1,6,4,2009
T02,E,NONE,NA,NA,0,6,4,2009
T03,E,NONE,NA,NA,0,6,4,2009
T04,E,NONE,NA,NA,0,6,4,2009
T05,E,RAPI,A,U,1,6,4,2009
T06,E,NONE,NA,NA,0,6,4,2009
T07,E,RAPI,A,U,1,6,4,2009
T08,E,NONE,NA,NA,0,6,4,2009
T09,E,FROTAD,L,U,202,6,4,2009
P01,E,AMMA,L,U,20,7,1,2009
P01,E,FROTAD,L,U,2,7,1,2009
P02,E,AMMA,A,M,1,7,1,2009
P02,E,AMMA,N,M,1,7,1,2009
P03,E,FROTAD,L,U,2,7,1,2009
P04,E,AMMA,N,F,1,7,1,2009
P06,E,AMMA,L,U,4,7,1,2009
P07,E,NONE,NA,NA,0,7,1,2009
P08,E,NONE,NA,NA,0,7,1,2009
P11,E,AMMA,L,U,16,7,1,2009
P11,E,FROTAD,L,U,1,7,1,2009
T01,E,AMMA,A,M,1,7,1,2009
T01,E,AMMA,L,U,9,7,1,2009
T01,E,FROTAD,L,U,23,7,1,2009
T02,E,RAPI,A,U,1,7,1,2009
T03,E,NONE,NA,NA,0,7,1,2009
T05,E,FROTAD,L,U,2,7,1,2009
T06,E,NONE,NA,NA,0,7,1,2009
T07,E,FROTAD,L,U,25,7,1,2009
T08,E,FROTAD,L,U,58,7,1,2009
T09,E,FROTAD,L,U,202,7,1,2009
P01,E,AMMA,A,F,1,7,2,2009
P01,E,AMMA,L,U,7,7,2,2009
P02,E,NONE,NA,NA,0,7,2,2009
P03,E,NONE,NA,NA,0,7,2,2009
P04,E,AMMA,A,F,2,7,2,2009
P04,E,AMMA,L,U,1,7,2,2009
P06,E,AMMA,L,U,4,7,2,2009
P07,E,RAPI,A,U,1,7,2,2009
P08,E,NONE,NA,NA,0,7,2,2009
P11,E,RAPI,A,U,1,7,2,2009
P11,E,AMMA,L,U,17,7,2,2009
T01,E,AMMA,A,M,1,7,2,2009
T01,E,AMMA,L,U,6,7,2,2009
T01,E,FROTAD,L,U,5,7,2,2009
T02,E,NONE,NA,NA,0,7,2,2009
T03,E,NONE,NA,NA,0,7,2,2009
T05,E,FROTAD,L,U,25,7,2,2009
T06,E,NONE,NA,NA,0,7,2,2009
T07,E,FROTAD,L,U,28,7,2,2009
T08,E,FROTAD,L,U,62,7,2,2009
T09,E,FROTAD,L,U,178,7,2,2009
P01,E,AMMA,A,M,1,7,3,2009
P01,E,AMMA,L,U,7,7,3,2009
P02,E,AMMA,N,F,1,7,3,2009
P03,E,RAPI,A,U,1,7,3,2009
P04,E,AMMA,N,F,1,7,3,2009
P04,E,AMMA,A,M,1,7,3,2009
P06,E,AMMA,L,U,2,7,3,2009
P07,E,NONE,NA,NA,0,7,3,2009
P08,E,RAPI,A,U,1,7,3,2009
P11,E,AMMA,N,F,1,7,3,2009
P11,E,AMMA,A,M,3,7,3,2009
P11,E,AMMA,L,U,11,7,3,2009
P11,E,FROTAD,L,U,1,7,3,2009
T01,E,AMMA,A,F,1,7,3,2009
T01,E,AMMA,L,U,10,7,3,2009
T01,E,FROTAD,L,U,15,7,3,2009
T02,E,FROTAD,L,U,1,7,3,2009
T03,E,NONE,NA,NA,0,7,3,2009
T05,E,FROTAD,L,U,23,7,3,2009
T06,E,NONE,NA,NA,0,7,3,2009
T07,E,AMMA,A,F,1,7,3,2009
T07,E,FROTAD,L,U,10,7,3,2009
T08,E,FROTAD,L,U,29,7,3,2009
T09,E,FROTAD,L,U,191,7,3,2009
P01,E,AMMA,A,M,1,7,4,2009
P01,E,AMMA,L,U,20,7,4,2009
P01,E,FROTAD,L,U,5,7,4,2009
P02,E,AMMA,N,F,1,7,4,2009
P03,E,NONE,NA,NA,0,7,4,2009
P04,E,AMMA,L,U,1,7,4,2009
P06,E,NONE,NA,NA,0,7,4,2009
P07,E,NONE,NA,NA,0,7,4,2009
P08,E,NONE,NA,NA,0,7,4,2009
P11,E,AMMA,L,U,33,7,4,2009
P11,E,FROTAD,L,U,6,7,4,2009
T01,E,AMMA,L,U,17,7,4,2009
T01,E,FROTAD,L,U,1,7,4,2009
T02,E,NONE,NA,NA,0,7,4,2009
T03,E,NONE,NA,NA,0,7,4,2009
T05,E,FROTAD,L,U,16,7,4,2009
T06,E,NONE,NA,NA,0,7,4,2009
T07,E,AMMA,A,F,2,7,4,2009
T07,E,FROTAD,L,U,6,7,4,2009
T08,E,FROTAD,L,U,54,7,4,2009
T09,E,FROTAD,L,U,222,7,4,2009
P01,E,RAPI,A,U,2,8,1,2009
P01,E,AMMA,L,U,2,8,1,2009
P02,E,RAPI,A,U,4,8,1,2009
P03,E,RAPI,A,U,9,8,1,2009
P04,E,AMMA,L,U,1,8,1,2009
P06,E,RAPI,A,U,4,8,1,2009
P06,E,AMMA,L,U,4,8,1,2009
P07,E,AMMA,A,M,1,8,1,2009
P07,E,RAPI,A,U,4,8,1,2009
P08,E,RAPI,A,U,3,8,1,2009
P11,E,CHPI,A,U,1,8,1,2009
P11,E,RAPI,A,U,9,8,1,2009
P11,E,AMMA,L,U,70,8,1,2009
T01,E,RAPI,A,U,1,8,1,2009
T01,E,AMMA,L,U,14,8,1,2009
T07,E,RAPI,A,U,18,8,1,2009
T08,E,RAPI,A,U,20,8,1,2009
T08,E,FROTAD,L,U,19,8,1,2009
T09,E,RAPI,A,U,16,8,1,2009
T09,E,FROTAD,L,U,2,8,1,2009
P01,E,RAPI,A,U,9,8,2,2009
P01,E,AMMA,L,U,12,8,2,2009
P02,E,RAPI,A,U,11,8,2,2009
P02,E,AMMA,L,U,1,8,2,2009
P03,E,RAPI,A,U,11,8,2,2009
P04,E,AMMA,L,U,5,8,2,2009
P06,E,RAPI,A,U,8,8,2,2009
P06,E,AMMA,L,U,1,8,2,2009
P07,E,RAPI,A,U,9,8,2,2009
P08,E,RAPI,A,U,3,8,2,2009
P11,E,CHPI,A,U,1,8,2,2009
P11,E,RAPI,A,U,6,8,2,2009
P11,E,AMMA,L,U,53,8,2,2009
T01,E,RAPI,A,U,7,8,2,2009
T01,E,AMMA,L,U,10,8,2,2009
T07,E,RAPI,A,U,4,8,2,2009
T08,E,RAPI,A,U,15,8,2,2009
T08,E,FROTAD,L,U,4,8,2,2009
T09,E,FROTAD,L,U,4,8,2,2009
T09,E,RAPI,L,U,19,8,2,2009
P01,E,RAPI,A,U,7,8,3,2009
P01,E,AMMA,L,U,2,8,3,2009
P02,E,RAPI,A,U,10,8,3,2009
P03,E,AMMA,A,F,1,8,3,2009
P03,E,RAPI,A,U,4,8,3,2009
P04,E,AMMA,A,F,1,8,3,2009
P04,E,RAPI,A,U,5,8,3,2009
P04,E,AMMA,L,U,2,8,3,2009
P06,E,RAPI,A,U,1,8,3,2009
P07,E,RAPI,A,U,5,8,3,2009
P08,E,RAPI,A,U,1,8,3,2009
P11,E,CHPI,A,U,1,8,3,2009
P11,E,RAPI,A,U,4,8,3,2009
P11,E,AMMA,L,U,46,8,3,2009
T01,E,AMMA,A,F,1,8,3,2009
T01,E,RAPI,A,U,7,8,3,2009
T01,E,AMMA,L,U,2,8,3,2009
T07,E,RAPI,A,U,21,8,3,2009
T08,E,RAPI,A,U,19,8,3,2009
T08,E,FROTAD,L,U,8,8,3,2009
T09,E,RAPI,A,U,20,8,3,2009
T09,E,FROTAD,L,U,4,8,3,2009
P01,E,RAPI,A,U,4,8,4,2009
P01,E,AMMA,L,U,9,8,4,2009
P02,E,AMMA,N,F,1,8,4,2009
P02,E,RAPI,A,U,5,8,4,2009
P03,E,RAPI,A,U,8,8,4,2009
P04,E,AMMA,A,F,1,8,4,2009
P04,E,RAPI,A,U,2,8,4,2009
P04,E,AMMA,L,U,5,8,4,2009
P06,E,RAPI,A,U,1,8,4,2009
P06,E,AMMA,L,U,3,8,4,2009
P07,E,RAPI,A,U,4,8,4,2009
P08,E,RAPI,A,U,7,8,4,2009
P11,E,CHPI,A,U,5,8,4,2009
P11,E,RAPI,A,U,1,8,4,2009
P11,E,AMMA,L,U,19,8,4,2009
T01,E,RAPI,A,U,2,8,4,2009
T01,E,AMMA,L,U,20,8,4,2009
T07,E,RAPI,A,U,4,8,4,2009
T08,E,RAPI,A,U,8,8,4,2009
T08,E,FROTAD,L,U,3,8,4,2009
T09,E,RAPI,A,U,15,8,4,2009
T09,E,FROTAD,L,U,3,8,4,2009
P01,E,AMMA,N,F,1,9,1,2009
P01,E,AMMA,L,U,8,9,1,2009
P02,E,RAPI,A,U,1,9,1,2009
P02,E,AMMA,L,U,2,9,1,2009
P03,E,AMMA,A,F,1,9,1,2009
P03,E,RAPI,A,U,1,9,1,2009
P04,E,RAPI,A,U,2,9,1,2009
P06,E,AMMA,A,F,1,9,1,2009
P06,E,AMMA,N,F,2,9,1,2009
P06,E,AMMA,L,U,1,9,1,2009
P07,E,RAPI,A,U,3,9,1,2009
P08,E,NONE,NA,NA,0,9,1,2009
P11,E,NONE,NA,NA,0,9,1,2009
T01,E,AMMA,A,F,1,9,1,2009
T01,E,RAPI,A,U,2,9,1,2009
T08,E,NONE,NA,NA,0,9,1,2009
T09,E,RAPI,A,U,7,9,1,2009
P01,E,AMMA,A,F,1,9,2,2009
P01,E,AMMA,N,F,8,9,2,2009
P01,E,RAPI,A,U,1,9,2,2009
P01,E,AMMA,L,U,2,9,2,2009
P02,E,AMMA,N,M,1,9,2,2009
P02,E,RAPI,A,U,1,9,2,2009
P02,E,AMMA,L,U,3,9,2,2009
P03,E,NONE,NA,NA,0,9,2,2009
P04,E,AMMA,N,F,1,9,2,2009
P04,E,RAPI,A,U,5,9,2,2009
P06,E,AMMA,N,F,3,9,2,2009
P06,E,AMMA,N,M,1,9,2,2009
P06,E,AMMA,L,U,1,9,2,2009
P07,E,AMMA,A,F,1,9,2,2009
P07,E,RAPI,A,U,13,9,2,2009
P08,E,RAPI,A,U,1,9,2,2009
P11,E,AMMA,L,U,1,9,2,2009
T01,E,AMMA,A,M,1,9,2,2009
T01,E,AMMA,L,U,1,9,2,2009
T08,E,RAPI,A,U,3,9,2,2009
T09,E,RAPI,A,U,7,9,2,2009
P01,E,AMMA,L,U,9,9,3,2009
P02,E,RAPI,A,U,2,9,3,2009
P02,E,AMMA,L,U,1,9,3,2009
P03,E,AMMA,A,F,1,9,3,2009
P03,E,RAPI,A,U,2,9,3,2009
P04,E,RAPI,A,U,1,9,3,2009
P06,E,AMMA,A,F,2,9,3,2009
P06,E,AMMA,N,F,2,9,3,2009
P06,E,RAPI,A,U,1,9,3,2009
P07,E,RAPI,A,U,8,9,3,2009
P08,E,RAPI,A,U,2,9,3,2009
P11,E,AMMA,L,U,4,9,3,2009
T01,E,RAPI,A,U,3,9,3,2009
T08,E,RAPI,A,U,3,9,3,2009
T09,E,RAPI,A,U,5,9,3,2009
P01,E,NONE,NA,NA,0,9,4,2009
P02,E,RAPI,A,U,1,9,4,2009
P03,E,RAPI,A,U,5,9,4,2009
P04,E,NONE,NA,NA,0,9,4,2009
P06,E,AMMA,N,F,1,9,4,2009
P07,E,CHPI,A,U,1,9,4,2009
P07,E,RAPI,A,U,4,9,4,2009
P08,E,NONE,NA,NA,0,9,4,2009
P11,E,AMMA,L,U,4,9,4,2009
T01,E,AMMA,A,M,1,9,4,2009
T08,E,RAPI,A,U,1,9,4,2009
T09,E,RAPI,A,U,5,9,4,2009
P01,E,AMMA,A,M,2,5,1,2010
P01,E,AMMA,N,M,6,5,1,2010
P02,E,NONE,NA,NA,0,5,1,2010
P03,E,AMMA,A,F,1,5,1,2010
P04,E,NONE,NA,NA,0,5,1,2010
P06,E,AMMA,A,F,3,5,1,2010
P06,E,AMMA,A,M,33,5,1,2010
P07,E,AMMA,A,M,6,5,1,2010
P08,E,NONE,NA,NA,0,5,1,2010
P11,E,AMMA,N,F,5,5,1,2010
P11,E,AMMA,A,M,4,5,1,2010
P11,E,AMMA,N,M,2,5,1,2010
T01,E,AMMA,A,F,1,5,1,2010
T01,E,AMMA,N,F,7,5,1,2010
T01,E,AMMA,A,M,1,5,1,2010
T01,E,AMMA,N,U,13,5,1,2010
T02,E,NONE,NA,NA,0,5,1,2010
T03,E,NONE,NA,NA,0,5,1,2010
T04,E,NONE,NA,NA,0,5,1,2010
T05,E,NONE,NA,NA,0,5,1,2010
T06,E,NONE,NA,NA,0,5,1,2010
T07,E,NONE,NA,NA,0,5,1,2010
T08,E,NONE,NA,NA,0,5,1,2010
T09,E,NONE,NA,NA,0,5,1,2010
P01,E,AMMA,N,F,2,5,2,2010
P01,E,AMMA,N,M,3,5,2,2010
P02,E,AMMA,A,F,1,5,2,2010
P02,E,AMMA,A,M,1,5,2,2010
P03,E,AMMA,A,F,1,5,2,2010
P04,E,NONE,NA,NA,0,5,2,2010
P06,E,AMMA,A,M,6,5,2,2010
P07,E,AMMA,A,F,1,5,2,2010
P07,E,AMMA,A,M,1,5,2,2010
P08,E,NONE,NA,NA,0,5,2,2010
P11,E,NONE,NA,NA,0,5,2,2010
T01,E,AMMA,N,F,6,5,2,2010
T01,E,AMMA,A,M,1,5,2,2010
T01,E,AMMA,N,M,10,5,2,2010
T02,E,AMMA,A,M,1,5,2,2010
T03,E,NONE,NA,NA,0,5,2,2010
T04,E,NONE,NA,NA,0,5,2,2010
T05,E,NONE,NA,NA,0,5,2,2010
T06,E,NONE,NA,NA,0,5,2,2010
T07,E,NONE,NA,NA,0,5,2,2010
T08,E,NONE,NA,NA,0,5,2,2010
T09,E,NONE,NA,NA,0,5,2,2010
P01,E,AMMA,N,F,4,5,3,2010
P01,E,AMMA,N,M,12,5,3,2010
P02,E,AMMA,N,F,1,5,3,2010
P02,E,AMMA,A,M,1,5,3,2010
P02,E,AMMA,N,M,1,5,3,2010
P03,E,NONE,NA,NA,0,5,3,2010
P04,E,NONE,NA,NA,0,5,3,2010
P06,E,AMMA,A,F,1,5,3,2010
P07,E,AMMA,A,F,1,5,3,2010
P08,E,NONE,NA,NA,0,5,3,2010
P11,E,AMMA,N,F,3,5,3,2010
P11,E,AMMA,A,M,2,5,3,2010
P11,E,AMMA,N,M,1,5,3,2010
T01,E,AMMA,N,F,4,5,3,2010
T01,E,AMMA,N,M,2,5,3,2010
T02,E,NONE,NA,NA,0,5,3,2010
T03,E,NONE,NA,NA,0,5,3,2010
T04,E,NONE,NA,NA,0,5,3,2010
T05,E,NONE,NA,NA,0,5,3,2010
T06,E,NONE,NA,NA,0,5,3,2010
T07,E,NONE,NA,NA,0,5,3,2010
T08,E,NONE,NA,NA,0,5,3,2010
T09,E,NONE,NA,NA,0,5,3,2010
P01,E,AMMA,A,F,1,5,4,2010
P01,E,AMMA,N,M,2,5,4,2010
P02,E,AMMA,N,F,1,5,4,2010
P03,E,NONE,NA,NA,0,5,4,2010
P04,E,NONE,NA,NA,0,5,4,2010
P06,E,AMMA,A,M,3,5,4,2010
P07,E,AMMA,A,F,2,5,4,2010
P07,E,RAPI,A,U,2,5,4,2010
P08,E,NONE,NA,NA,0,5,4,2010
P11,E,NONE,NA,NA,0,5,4,2010
T01,E,AMMA,N,F,10,5,4,2010
T01,E,AMMA,A,M,2,5,4,2010
T01,E,AMMA,N,M,3,5,4,2010
T02,E,NONE,NA,NA,0,5,4,2010
T03,E,NONE,NA,NA,0,5,4,2010
T04,E,NONE,NA,NA,0,5,4,2010
T05,E,NONE,NA,NA,0,5,4,2010
T06,E,NONE,NA,NA,0,5,4,2010
T07,E,NONE,NA,NA,0,5,4,2010
T08,E,AMMA,A,M,1,5,4,2010
T09,E,NONE,NA,NA,0,5,4,2010
P01,E,AMMA,A,F,2,6,1,2010
P01,E,AMMA,N,F,29,6,1,2010
P01,E,AMMA,A,M,1,6,1,2010
P01,E,AMMA,N,M,6,6,1,2010
P02,E,AMMA,A,F,1,6,1,2010
P02,E,AMMA,N,F,1,6,1,2010
P02,E,AMMA,A,M,1,6,1,2010
P03,E,AMMA,A,F,3,6,1,2010
P04,E,AMMA,A,F,3,6,1,2010
P06,E,AMMA,A,F,3,6,1,2010
P07,E,NONE,NA,NA,0,6,1,2010
P08,E,NONE,NA,NA,0,6,1,2010
P11,E,AMMA,A,F,1,6,1,2010
P11,E,AMMA,N,F,6,6,1,2010
P11,E,AMMA,N,M,1,6,1,2010
T01,E,AMMA,N,F,3,6,1,2010
T02,E,RAPI,A,U,1,6,1,2010
T03,E,NONE,NA,NA,0,6,1,2010
T04,E,NONE,NA,NA,0,6,1,2010
T05,E,NONE,NA,NA,0,6,1,2010
T06,E,NONE,NA,NA,0,6,1,2010
T07,E,AMMA,A,F,1,6,1,2010
T07,E,RAPI,A,U,1,6,1,2010
T07,E,FROTAD,L,U,9,6,1,2010
T08,E,FROTAD,L,U,29,6,1,2010
T09,E,RAPI,A,U,1,6,1,2010
T09,E,FROTAD,L,U,636,6,1,2010
P01,E,AMMA,N,F,4,6,2,2010
P01,E,AMMA,A,M,2,6,2,2010
P01,E,AMMA,N,M,7,6,2,2010
P02,E,NONE,NA,NA,0,6,2,2010
P03,E,AMMA,A,F,2,6,2,2010
P04,E,NONE,NA,NA,0,6,2,2010
P06,E,AMMA,A,M,1,6,2,2010
P07,E,NONE,NA,NA,0,6,2,2010
P08,E,NONE,NA,NA,0,6,2,2010
P11,E,AMMA,A,F,1,6,2,2010
P11,E,AMMA,N,F,34,6,2,2010
P11,E,AMMA,A,M,1,6,2,2010
P11,E,AMMA,N,M,7,6,2,2010
T01,E,AMMA,N,F,2,6,2,2010
T02,E,NONE,NA,NA,0,6,2,2010
T03,E,NONE,NA,NA,0,6,2,2010
T04,E,RAPI,A,U,1,6,2,2010
T05,E,RAPI,A,U,1,6,2,2010
T06,E,RAPI,A,U,1,6,2,2010
T07,E,RAPI,A,U,1,6,2,2010
T07,E,FROTAD,L,U,17,6,2,2010
T08,E,AMMA,A,F,3,6,2,2010
T08,E,FROTAD,L,U,31,6,2,2010
T09,E,FROTAD,L,U,204,6,2,2010
P02,E,AMMA,A,F,2,6,3,2010
P02,E,AMMA,A,M,3,6,3,2010
P03,E,AMMA,A,F,1,6,3,2010
P04,E,NONE,NA,NA,0,6,3,2010
P06,E,NONE,NA,NA,0,6,3,2010
P07,E,AMMA,A,F,1,6,3,2010
P07,E,RAPI,A,U,1,6,3,2010
P08,E,AMMA,A,F,1,6,3,2010
P11,E,AMMA,N,F,6,6,3,2010
P11,E,AMMA,A,M,1,6,3,2010
P11,E,AMMA,N,M,2,6,3,2010
T01,E,AMMA,N,F,4,6,3,2010
T02,E,NONE,NA,NA,0,6,3,2010
T03,E,RAPI,A,U,2,6,3,2010
T04,E,NONE,NA,NA,0,6,3,2010
T05,E,RAPI,A,U,1,6,3,2010
T06,E,NONE,NA,NA,0,6,3,2010
T07,E,AMMA,A,F,2,6,3,2010
T07,E,RAPI,A,U,1,6,3,2010
T07,E,FROTAD,L,U,13,6,3,2010
T08,E,AMMA,A,F,1,6,3,2010
T08,E,FROTAD,L,U,16,6,3,2010
T09,E,AMMA,A,F,1,6,3,2010
T09,E,FROTAD,L,U,196,6,3,2010
P01,E,AMMA,N,F,10,6,4,2010
P01,E,AMMA,N,M,2,6,4,2010
P02,E,AMMA,A,F,3,6,4,2010
P02,E,AMMA,N,F,1,6,4,2010
P02,E,AMMA,N,M,2,6,4,2010
P03,E,AMMA,A,F,3,6,4,2010
P04,E,AMMA,A,M,1,6,4,2010
P06,E,AMMA,A,F,1,6,4,2010
P07,E,NONE,NA,NA,0,6,4,2010
P08,E,AMMA,A,F,1,6,4,2010
P08,E,RAPI,A,U,1,6,4,2010
P08,E,FROTAD,L,U,1,6,4,2010
P11,E,AMMA,A,F,1,6,4,2010
P11,E,AMMA,N,F,1,6,4,2010
T01,E,AMMA,N,F,12,6,4,2010
T02,E,AMMA,A,F,2,6,4,2010
T03,E,NONE,NA,NA,0,6,4,2010
T04,E,NONE,NA,NA,0,6,4,2010
T05,E,NONE,NA,NA,0,6,4,2010
T06,E,NONE,NA,NA,0,6,4,2010
T07,E,FROTAD,L,U,10,6,4,2010
T08,E,AMMA,A,M,1,6,4,2010
T08,E,FROTAD,L,U,2,6,4,2010
T09,E,AMMA,A,M,2,6,4,2010
T09,E,FROTAD,L,U,264,6,4,2010
P01,E,NONE,NA,NA,0,7,1,2010
P02,E,AMMA,A,F,1,7,1,2010
P02,E,AMMA,N,F,1,7,1,2010
P02,E,AMMA,A,M,2,7,1,2010
P02,E,RAPI,A,U,1,7,1,2010
P02,E,AMMA,L,U,3,7,1,2010
P03,E,AMMA,A,F,4,7,1,2010
P04,E,NONE,NA,NA,0,7,1,2010
P06,E,AMMA,L,U,2,7,1,2010
P07,E,AMMA,A,F,1,7,1,2010
P07,E,RAPI,A,U,1,7,1,2010
P08,E,NONE,NA,NA,0,7,1,2010
P11,E,AMMA,N,F,1,7,1,2010
P11,E,CHPI,A,U,1,7,1,2010
T01,E,AMMA,A,F,2,7,1,2010
T02,E,NONE,NA,NA,0,7,1,2010
T03,E,NONE,NA,NA,0,7,1,2010
T05,E,AMMA,A,F,1,7,1,2010
T06,E,RAPI,A,U,1,7,1,2010
T07,E,FROTAD,L,U,1,7,1,2010
T08,E,AMMA,A,F,1,7,1,2010
T08,E,THRA,A,U,1,7,1,2010
T08,E,FROTAD,L,U,21,7,1,2010
T09,E,RAPI,A,U,2,7,1,2010
T09,E,AMMA,L,U,3,7,1,2010
T09,E,FROTAD,L,U,307,7,1,2010
P01,E,RAPI,A,U,1,7,2,2010
P02,E,AMMA,N,F,1,7,2,2010
P02,E,AMMA,A,M,1,7,2,2010
P02,E,AMMA,N,M,1,7,2,2010
P02,E,AMMA,L,U,1,7,2,2010
P03,E,NONE,NA,NA,0,7,2,2010
P04,E,NONE,NA,NA,0,7,2,2010
P06,E,AMMA,A,F,1,7,2,2010
P06,E,AMMA,L,U,3,7,2,2010
P07,E,AMMA,A,F,1,7,2,2010
P08,E,RAPI,A,U,1,7,2,2010
P08,E,FROTAD,L,U,3,7,2,2010
P11,E,AMMA,N,F,2,7,2,2010
P11,E,RAPI,A,U,1,7,2,2010
T01,E,NONE,NA,NA,0,7,2,2010
T02,E,NONE,NA,NA,0,7,2,2010
T03,E,NONE,NA,NA,0,7,2,2010
T05,E,NONE,NA,NA,0,7,2,2010
T06,E,NONE,NA,NA,0,7,2,2010
T07,E,NONE,NA,NA,0,7,2,2010
T08,E,FROTAD,L,U,12,7,2,2010
T09,E,AMMA,A,M,1,7,2,2010
T09,E,RAPI,A,U,2,7,2,2010
T09,E,AMMA,L,U,3,7,2,2010
T09,E,FROTAD,L,U,322,7,2,2010
P01,E,AMMA,N,F,1,7,3,2010
P02,E,AMMA,N,F,1,7,3,2010
P02,E,AMMA,L,U,1,7,3,2010
P03,E,AMMA,A,F,1,7,3,2010
P04,E,NONE,NA,NA,0,7,3,2010
P06,E,RAPI,A,U,1,7,3,2010
P06,E,AMMA,L,U,4,7,3,2010
P07,E,AMMA,A,M,1,7,3,2010
P07,E,RAPI,A,U,1,7,3,2010
P08,E,FROTAD,L,U,3,7,3,2010
P11,E,AMMA,N,M,1,7,3,2010
T01,E,NONE,NA,NA,0,7,3,2010
T02,E,RASY,A,U,1,7,3,2010
T03,E,NONE,NA,NA,0,7,3,2010
T05,E,RAPI,A,U,2,7,3,2010
T06,E,RAPI,A,U,4,7,3,2010
T08,E,AMMA,A,M,1,7,3,2010
