SQUARE,YEAR,SITE_ID,SURVEY_DATE,PLANT_NAME,PROPORTION,LC07,LC07_NUM,EZ_DESC_07,COUNTY07,COUNTRY
YBYTMW,CS2000,1,13-Oct-98,Ranunculus sp,2.5-5%,25e,24,Easterly lowlands (England),Northumberland,ENG
XTDXNP,CS2000,1,21-Nov-98,Amblystegium riparium,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
XTDXNP,CS2000,1,21-Nov-98,Plagiomnium undulatum,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
TWVNHH,CS2000,1,25-Jul-98,Callitriche sp,<0.1%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
TWVNHH,CS2000,1,25-Jul-98,Glyceria fluitans,0.1-1%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
TWVNHH,CS2000,1,25-Jul-98,Juncus bulbosus,<0.1%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
TWVNHH,CS2000,1,25-Jul-98,Potamogeton natans,<0.1%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
TWVNHH,CS2000,1,25-Jul-98,Scapania undulata,1-2.5%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
TWVNHH,CS2000,1,25-Jul-98,Sphagnum sp,<0.1%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
SHKRQL,CS2000,1,10-Oct-98,Agrostis stolonifera,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
SHKRQL,CS2000,1,10-Oct-98,Callitriche sp,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
SHKRQL,CS2000,1,10-Oct-98,Glyceria fluitans,1-2.5%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
SHKRQL,CS2000,1,10-Oct-98,Myosotis scorpioides,10-25%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
SHKRQL,CS2000,1,10-Oct-98,Phalaris arundinacea,50-75%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2000,1,15-Oct-98,Agrostis stolonifera,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2000,1,15-Oct-98,Callitriche sp,5-10%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2000,1,15-Oct-98,Glyceria fluitans,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2000,1,15-Oct-98,Myosotis scorpioides,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
ZVXGSY,CS2000,1,11-Nov-98,No species entered,0,25s,33,Lowlands (Scotland),Dumfries & Galloway,SCO
WJHOZP,CS2000,1,13-Oct-98,Calypogeia sp,<0.1%,22e,22,Uplands (England),Northumberland,ENG
UEVYHS,CS2000,1,10-Oct-98,Cladophora (aggregate),1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2000,1,10-Oct-98,Ranunculus sp,10-25%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2000,1,10-Oct-98,Schoenoplectus lacustris,5-10%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2000,1,10-Oct-98,Sparganium erectum,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2000,1,10-Oct-98,Vaucheria sp,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
OIXPSH,CS2000,1,12-Oct-98,Agrostis stolonifera,<0.1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2000,1,12-Oct-98,Callitriche sp,0.1-1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2000,1,12-Oct-98,Caltha palustris,<0.1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2000,1,12-Oct-98,Glyceria fluitans,0.1-1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2000,1,12-Oct-98,Myosotis scorpioides,0.1-1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2000,1,12-Oct-98,Persicaria amphibia,<0.1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2000,1,12-Oct-98,Phragmites australis,<0.1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2000,1,12-Oct-98,Sparganium erectum,0.1-1%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
UIGLFJ,CS2000,1,09-Sep-98,Hygrohypnum ochraceum,1-2.5%,22s,30,True uplands (Scotland),South Ayrshire,SCO
ZDMFRI,CS2000,1,10-Oct-98,Batrachospermum sp,1-2.5%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
ZDMFRI,CS2000,1,10-Oct-98,Ranunculus flammula,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
ZDMFRI,CS2000,1,10-Oct-98,Scapania undulata,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2000,1,15-Oct-98,Agrostis stolonifera,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2000,1,15-Oct-98,Equisetum fluviatile,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2000,1,15-Oct-98,Rhynchostegium riparioides,1-2.5%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2000,1,15-Oct-98,Scapania undulata,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2000,1,07-Oct-98,Agrostis stolonifera,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2000,1,07-Oct-98,Fontinalis antipyretica,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2000,1,07-Oct-98,Rhynchostegium riparioides,1-2.5%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2000,1,18-Nov-98,Agrostis stolonifera,0.1-1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2000,1,18-Nov-98,Rhynchostegium riparioides,10-25%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2000,1,18-Nov-98,Spirogyra sp,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
OORRGP,CS2000,1,12-Oct-98,Sphagnum sp,<0.1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
AUMEYK,CS2000,1,12-Oct-98,No species entered,0,22e,22,Uplands (England),Northumberland,ENG
UYZJMJ,CS2000,1,11-Oct-98,Glyceria maxima,>75%,25e,24,Easterly lowlands (England),Northumberland,ENG
UYZJMJ,CS2000,1,11-Oct-98,Rorippa amphibia,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
UYZJMJ,CS2000,1,11-Oct-98,Veronica beccabunga,1-2.5%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2000,1,09-Oct-98,Glyceria fluitans,2.5-5%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2000,1,09-Oct-98,Veronica beccabunga,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
FITMPO,CS2000,1,30-Aug-98,No species entered,0,13s,26,Lowlands (Scotland),South Ayrshire,SCO
HZXYKQ,CS2000,1,01-Oct-98,Rhynchostegium riparioides,0.1-1%,25s,33,Lowlands (Scotland),South Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Callitriche sp,0.1-1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Chiloscyphus polyanthos,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Fontinalis antipyretica,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Hygrohypnum ochraceum,0.1-1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Pseudoscleropodium purum,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Ranunculus flammula,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Rhynchostegium riparioides,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Scapania undulata,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2000,1,01-Oct-98,Spirogyra sp,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
ZWGBOD,CS2000,1,09-Oct-98,No species entered,0,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
EAHYYJ,CS2000,1,08-Oct-98,Rhynchostegium riparioides,2.5-5%,21s,29,True uplands (Scotland),Dumfries & Galloway,SCO
ZKXWRH,CS2000,1,08-Oct-98,Agrostis stolonifera,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2000,1,08-Oct-98,Juncus bulbosus,0.1-1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2000,1,08-Oct-98,Littorella uniflora,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2000,1,08-Oct-98,Ranunculus flammula,0.1-1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2000,1,08-Oct-98,Scapania undulata,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2000,1,08-Oct-98,Sphagnum sp,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
QVIAYN,CS2000,1,07-Oct-98,No species entered,0,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BBYZZW,CS2000,1,19-Nov-98,Rhynchostegium riparioides,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
PFCFRO,CS2000,1,20-Nov-98,Rhynchostegium riparioides,0.1-1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
YBYWHW,CS2000,1,19-Nov-98,Rhynchostegium riparioides,0.1-1%,22s,30,True uplands (Scotland),Northumberland,SCO
BCEQHP,CS2000,1,09-Oct-98,Glyceria fluitans,25-50%,16e,15,Westerly lowlands (England),Northumberland,ENG
BCEQHP,CS2000,1,09-Oct-98,Juncus bulbosus,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
BCEQHP,CS2000,1,09-Oct-98,Sparganium erectum,25-50%,16e,15,Westerly lowlands (England),Northumberland,ENG
BCEQHP,CS2000,1,09-Oct-98,Veronica beccabunga,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
NHJRMP,CS2000,1,21-Nov-98,No species entered,0,10e,10,Westerly lowlands (England),Northumberland,ENG
ERZTLR,CS2000,1,30-Sep-98,Agrostis stolonifera,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
ERZTLR,CS2000,1,30-Sep-98,Callitriche sp,1-2.5%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
ERZTLR,CS2000,1,30-Sep-98,Glyceria fluitans,2.5-5%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
ERZTLR,CS2000,1,30-Sep-98,Vaucheria sp,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
MPVOVJ,CS2000,1,11-Jul-98,Amblystegium tenax,<0.1%,23s,31,True uplands (Scotland),Scottish Borders,SCO
MPVOVJ,CS2000,1,11-Jul-98,Rhynchostegium riparioides,<0.1%,23s,31,True uplands (Scotland),Scottish Borders,SCO
MPVOVJ,CS2000,1,11-Jul-98,Scapania undulata,<0.1%,23s,31,True uplands (Scotland),Scottish Borders,SCO
HGUOAH,CS2000,1,08-Oct-98,Vaucheria sp,<0.1%,23e,23,Uplands (England),Northumberland,ENG
LDEDPH,CS2000,1,20-Nov-98,Agrostis stolonifera,1-2.5%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2000,1,20-Nov-98,Cladophora (aggregate),<0.1%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2000,1,20-Nov-98,Glyceria fluitans,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2000,1,20-Nov-98,Rorippa nasturtium-aquaticum,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
LCMMWD,CS2000,1,08-Oct-98,Callitriche sp,<0.1%,16e,15,Westerly lowlands (England),Northumberland,ENG
LCMMWD,CS2000,1,08-Oct-98,Carex sp,5-10%,16e,15,Westerly lowlands (England),Northumberland,ENG
LCMMWD,CS2000,1,08-Oct-98,Enteromorpha intestinalis,50-75%,16e,15,Westerly lowlands (England),Northumberland,ENG
LCMMWD,CS2000,1,08-Oct-98,Spirogyra sp,25-50%,16e,15,Westerly lowlands (England),Northumberland,ENG
DJYEXM,CS2000,1,23-Sep-98,Marsupella emarginata,25-50%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
YERFOW,CS2000,1,16-Nov-98,No species entered,0,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2000,1,29-Sep-98,Agrostis stolonifera,0.1-1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2000,1,29-Sep-98,Callitriche sp,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2000,1,29-Sep-98,Cladophora aegagropila,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2000,1,29-Sep-98,Glyceria fluitans,1-2.5%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2000,1,29-Sep-98,Phalaris arundinacea,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2000,1,29-Sep-98,Vaucheria sp,0.1-1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
PNSAFC,CS2000,1,30-Sep-98,Glyceria fluitans,<0.1%,26s,34,Lowlands (Scotland),East Ayrshire,SCO
PNSAFC,CS2000,1,30-Sep-98,Myosotis scorpioides,0.1-1%,26s,34,Lowlands (Scotland),East Ayrshire,SCO
YYKNUC,CS2000,1,30-Sep-98,Agrostis stolonifera,0.1-1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
YYKNUC,CS2000,1,30-Sep-98,Fontinalis antipyretica,2.5-5%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
YYKNUC,CS2000,1,30-Sep-98,Hygrohypnum ochraceum,2.5-5%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
WWZSMA,CS2000,1,30-Sep-98,Rhynchostegium riparioides,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),South Lanarkshire,SCO
FIAYXI,CS2000,1,15-Jun-98,Scapania undulata,10-25%,22s,30,True uplands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2000,1,13-Jul-98,Amblystegium fluviatile,2.5-5%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2000,1,13-Jul-98,Phalaris arundinacea,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2000,1,13-Jul-98,Rhynchostegium riparioides,2.5-5%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2000,1,09-Jul-98,Cladophora (aggregate),10-25%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2000,1,09-Jul-98,Phalaris arundinacea,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2000,1,09-Jul-98,Rhynchostegium riparioides,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2000,1,09-Jul-98,Rorippa nasturtium-aquaticum,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
JKBXAQ,CS2000,1,09-Jul-98,Carex sp,<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
JKBXAQ,CS2000,1,09-Jul-98,Cladophora (aggregate),<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
JKBXAQ,CS2000,1,09-Jul-98,Phalaris arundinacea,<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
FAFYWJ,CS2000,1,07-Oct-98,Glyceria fluitans,25-50%,25e,24,Easterly lowlands (England),Northumberland,ENG
FAFYWJ,CS2000,1,07-Oct-98,Veronica beccabunga,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
GCFNAZ,CS2000,1,06-Sep-98,Juncus bulbosus,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
MENREM,CS2000,1,15-Nov-98,Chiloscyphus polyanthos,2.5-5%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
MENREM,CS2000,1,15-Nov-98,Rhynchostegium riparioides,25-50%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
QASSZL,CS2000,1,29-Sep-98,Fontinalis antipyretica,10-25%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
QASSZL,CS2000,1,29-Sep-98,Scapania undulata,25-50%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
QASSZL,CS2000,1,29-Sep-98,Spirogyra sp,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2000,1,29-Sep-98,Agrostis stolonifera,0.1-1%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2000,1,29-Sep-98,Cladophora (aggregate),2.5-5%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2000,1,29-Sep-98,Glyceria fluitans,25-50%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2000,1,29-Sep-98,Rorippa nasturtium-aquaticum,5-10%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2000,1,29-Sep-98,Vaucheria sp,<0.1%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2000,1,29-Sep-98,Veronica beccabunga,2.5-5%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
MEYBKX,CS2000,1,28-Sep-98,Phalaris arundinacea,<0.1%,25s,33,Lowlands (Scotland),East Renfrewshire,SCO
XGHBPM,CS2000,1,15-Jul-98,Glyceria fluitans,50-75%,25s,33,Lowlands (Scotland),South Lanarkshire,SCO
XGHBPM,CS2000,1,15-Jul-98,Veronica beccabunga,<0.1%,25s,33,Lowlands (Scotland),South Lanarkshire,SCO
RLJGXU,CS2000,1,10-Jul-98,Carex sp,<0.1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
RLJGXU,CS2000,1,10-Jul-98,Equisetum fluviatile,0.1-1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
RLJGXU,CS2000,1,10-Jul-98,Ranunculus flammula,<0.1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
SQOIDY,CS2000,1,15-Jun-98,No species entered,0,19s,28,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
WKTPKP,CS2000,1,08-Jul-98,Callitriche sp,<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2000,1,08-Jul-98,Ranunculus flammula,<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2000,1,08-Jul-98,Rorippa nasturtium-aquaticum,5-10%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
OCGNAL,CS2000,1,07-Sep-98,Scapania undulata,10-25%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
WEPWXB,CS2000,1,07-Sep-98,No species entered,0,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
HWJNVP,CS2000,1,14-Nov-98,Racomitrium aciculare,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
YJORQV,CS2000,1,14-Jul-98,Fontinalis antipyretica,1-2.5%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2000,1,14-Jul-98,Myriophyllum spicatum,<0.1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2000,1,14-Jul-98,Sparganium erectum,<0.1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
SEQVXD,CS2000,1,06-Jul-98,Phalaris arundinacea,1-2.5%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2000,1,06-Jul-98,Ranunculus sp,5-10%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2000,1,06-Jul-98,Rorippa nasturtium-aquaticum,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2000,1,06-Jul-98,Sparganium erectum,0.1-1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2000,1,06-Jul-98,Spirogyra sp,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2000,1,06-Jul-98,Vaucheria sp,0.1-1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
MRCWBN,CS2000,1,20-Sep-98,Agrostis stolonifera,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Batrachospermum sp,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Callitriche sp,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Eleocharis palustris,0.1-1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Equisetum fluviatile,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Fontinalis antipyretica,10-25%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Hygrohypnum ochraceum,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Phalaris arundinacea,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Potamogeton polygonifolius,2.5-5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Ranunculus flammula,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Ranunculus sp,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Rhynchostegium riparioides,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Scapania undulata,0.1-1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2000,1,20-Sep-98,Sphagnum sp,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
XGOPTX,CS2000,1,09-Sep-98,Agrostis stolonifera,1-2.5%,18s,27,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
XGOPTX,CS2000,1,09-Sep-98,Caltha palustris,0.1-1%,18s,27,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
XGOPTX,CS2000,1,09-Sep-98,Glyceria fluitans,10-25%,18s,27,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
ADHCCF,CS2000,1,11-Sep-98,Callitriche sp,0.1-1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
ADHCCF,CS2000,1,11-Sep-98,Chiloscyphus polyanthos,10-25%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
ADHCCF,CS2000,1,11-Sep-98,Eurhynchium praelongum,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
ADHCCF,CS2000,1,11-Sep-98,Marchantia polymorpha,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
ADHCCF,CS2000,1,11-Sep-98,Pellia sp,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
FTFESP,CS2000,1,26-Sep-98,Scapania undulata,1-2.5%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
FBUJKB,CS2000,1,27-Sep-98,Callitriche sp,50-75%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2000,1,27-Sep-98,Glyceria fluitans,25-50%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2000,1,27-Sep-98,Phalaris arundinacea,2.5-5%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2000,1,27-Sep-98,Rumex hydrolapathum,0.1-1%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2000,1,27-Sep-98,Veronica beccabunga,0.1-1%,26s,34,Lowlands (Scotland),Stirling,SCO
ZUKDMR,CS2000,1,20-Nov-98,Rhynchostegium riparioides,0.1-1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
ZUKDMR,CS2000,1,20-Nov-98,Scapania undulata,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
LGDSKO,CS2000,1,13-Jul-98,Berula erecta,<0.1%,26s,34,Lowlands (Scotland),East Lothian,SCO
LGDSKO,CS2000,1,13-Jul-98,Callitriche sp,<0.1%,26s,34,Lowlands (Scotland),East Lothian,SCO
LGDSKO,CS2000,1,13-Jul-98,Lemna minor,<0.1%,26s,34,Lowlands (Scotland),East Lothian,SCO
YMMERA,CS2000,1,09-Sep-98,Carex sp,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
YMMERA,CS2000,1,09-Sep-98,Juncus bulbosus,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
YMMERA,CS2000,1,09-Sep-98,Pellia sp,0.1-1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
YMMERA,CS2000,1,09-Sep-98,Potamogeton natans,0.1-1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
YMMERA,CS2000,1,09-Sep-98,Ranunculus flammula,1-2.5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RYNWUT,CS2000,1,18-Nov-98,Juncus bulbosus,<0.1%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
RYNWUT,CS2000,1,18-Nov-98,Myriophyllum alterniflorum,2.5-5%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
RYNWUT,CS2000,1,18-Nov-98,Potamogeton polygonifolius,<0.1%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
RYNWUT,CS2000,1,18-Nov-98,Ranunculus flammula,<0.1%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
BRKIBT,CS2000,1,24-Sep-98,Scapania undulata,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
CDHIYE,CS2000,1,26-Sep-98,Jungermannia hyalina,1-2.5%,21s,29,True uplands (Scotland),Argyll & Bute,SCO
CDHIYE,CS2000,1,26-Sep-98,Marsupella emarginata,1-2.5%,21s,29,True uplands (Scotland),Argyll & Bute,SCO
CDHIYE,CS2000,1,26-Sep-98,Scapania gracilis,1-2.5%,21s,29,True uplands (Scotland),Argyll & Bute,SCO
