"park","plot","visit","genus_species","quadrat","occurrence"
"Litchfield","30","T2","Desmodium pycnotrichum","10",2
"Litchfield","30","T2","Chrysopogon fallax","10",1
"Litchfield","30","T2","Scleria pygmaea","11",5
"Litchfield","30","T2","Scleria rugosa","11",3
"Litchfield","30","T2","Chrysopogon fallax","11",2
"Litchfield","30","T2","Limnophila fragrans","11",2
"Litchfield","30","T2","Fimbristylis macassarensis","11",3
"Litchfield","30","T2","Fimbristylis recta","11",1
"Litchfield","30","T2","Sorghum plumosum","11",20
"Litchfield","30","T2","Fimbristylis tetragona","11",1
"Litchfield","30","T2","Eriocaulon pusillum","11",1
"Litchfield","30","T2","Desmodium pycnotrichum","11",2
"Litchfield","30","T2","Mitrasacme sp.","11",1
"Litchfield","30","T2","Scleria pygmaea","12",5
"Litchfield","30","T2","Sorghum plumosum","12",30
"Litchfield","30","T2","Sacciolepis indica","12",1
"Litchfield","30","T2","Rhynchospora heterochaeta","12",1
"Litchfield","30","T2","Scleria rugosa","12",1
"Litchfield","30","T2","Fuirena ciliaris","12",2
"Litchfield","30","T2","Fimbristylis macassarensis","12",2
"Litchfield","30","T2","Buchnera sp.","12",1
"Litchfield","30","T2","Rotala sp.","12",1
"Litchfield","30","T2","Goodenia armstrongiana","12",1
"Litchfield","30","T2","Fimbristylis tetragona","13",1
"Litchfield","30","T2","Eriocaulon pusillum","13",1
"Litchfield","30","T2","Lipocarpha microcephala","13",1
"Litchfield","30","T2","Murdannia gigantea","13",5
"Litchfield","30","T2","Sacciolepis indica","13",1
"Litchfield","30","T2","Scleria novae-hollandiae","13",1
"Litchfield","30","T2","Whiteochloa airoides","13",1
"Litchfield","30","T2","Scleria pygmaea","13",3
"Litchfield","30","T2","Sorghum plumosum","13",30
"Litchfield","30","T2","Fimbristylis macassarensis","14",3
"Litchfield","30","T2","Sorghum plumosum","14",25
"Litchfield","30","T2","Fimbristylis macassarensis","14",1
"Litchfield","30","T2","Eriocaulon pusillum","14",2
"Litchfield","30","T2","Scleria novae-hollandiae","14",1
"Litchfield","30","T2","Murdannia gigantea","14",3
"Litchfield","30","T2","Cyperus haspan","14",2
"Litchfield","30","T2","Goodenia armstrongiana","14",1
"Litchfield","30","T2","Scleria pygmaea","14",10
"Litchfield","30","T2","Themeda triandra","14",10
"Litchfield","30","T2","Sacciolepis indica","14",1
"Litchfield","30","T2","Pseudopogonatherum irritans","14",3
"Litchfield","30","T2","Scleria rugosa","14",3
"Litchfield","30","T2","Murdannia gigantea","15",3
"Litchfield","30","T2","Cyperus haspan","15",1
"Litchfield","30","T2","Sorghum plumosum","15",30
"Litchfield","30","T2","Scleria novae-hollandiae","15",2
"Litchfield","30","T2","Scleria pygmaea","15",3
"Litchfield","30","T2","Themeda triandra","15",10
"Litchfield","30","T2","Whiteochloa airoides","15",1
"Litchfield","30","T2","Eriocaulon pusillum","15",1
"Litchfield","30","T2","Rotala sp.","15",2
"Litchfield","30","T2","Fimbristylis macassarensis","15",5
"Litchfield","30","T2","Scleria rugosa","16",3
"Litchfield","30","T2","Pseudopogonatherum irritans","16",1
"Litchfield","30","T2","Themeda triandra","16",20
"Litchfield","30","T2","Sorghum plumosum","16",15
"Litchfield","30","T2","Scleria novae-hollandiae","16",5
"Litchfield","30","T2","Scleria pygmaea","16",3
"Litchfield","30","T2","Scleria pygmaea","17",2
"Litchfield","30","T2","Scleria rugosa","17",3
"Litchfield","30","T2","Themeda triandra","17",15
"Litchfield","30","T2","Rotala sp.","17",1
"Litchfield","30","T2","Sorghum plumosum","17",30
"Litchfield","30","T2","Cyperus haspan","17",4
"Litchfield","30","T2","Limnophila fragrans","17",1
"Litchfield","30","T2","Lipocarpha microcephala","17",1
"Litchfield","30","T2","Murdannia gigantea","17",5
"Litchfield","30","T2","Sacciolepis indica","17",1
"Litchfield","30","T2","Themeda triandra","18",5
"Litchfield","30","T2","Limnophila fragrans","18",1
"Litchfield","30","T2","Cyperus haspan","18",15
"Litchfield","30","T2","Murdannia gigantea","18",2
"Litchfield","30","T2","Lipocarpha microcephala","18",1
"Litchfield","30","T2","Scleria novae-hollandiae","18",1
"Litchfield","30","T2","Rotala sp.","18",1
"Litchfield","30","T2","Sorghum plumosum","18",25
"Litchfield","30","T2","Eriocaulon pusillum","19",2
"Litchfield","30","T2","Cyperus haspan","19",1
"Litchfield","30","T2","Fimbristylis recta","19",1
"Litchfield","30","T2","Limnophila fragrans","19",2
"Litchfield","30","T2","Murdannia gigantea","19",1
"Litchfield","30","T2","Scleria novae-hollandiae","19",1
"Litchfield","30","T2","Scleria pygmaea","19",1
"Litchfield","30","T2","Themeda triandra","19",15
"Litchfield","30","T2","Lipocarpha microcephala","19",1
"Litchfield","30","T2","Sorghum plumosum","19",30
"Litchfield","30","T2","Lipocarpha microcephala","20",2
"Litchfield","30","T2","Cyperus haspan","20",5
"Litchfield","30","T2","Eriocaulon pusillum","20",2
"Litchfield","30","T2","Fimbristylis macassarensis","20",1
"Litchfield","30","T2","Isoetes coromandelina","20",2
"Litchfield","30","T2","Murdannia gigantea","20",3
"Litchfield","30","T2","Themeda triandra","20",5
"Litchfield","30","T2","Sorghum plumosum","20",25
"Litchfield","30","T2","Scleria novae-hollandiae","20",1
"Litchfield","30","T2","Scleria pygmaea","20",3
"Litchfield","30","T2","Ludwigia sp.","20",1
"Litchfield","30","T2","Rotala sp.","20",1
"Litchfield","30","T2","Scleria novae-hollandiae","21",1
"Litchfield","30","T2","Limnophila fragrans","21",2
"Litchfield","30","T2","Scleria pygmaea","21",5
"Litchfield","30","T2","Sorghum plumosum","21",10
"Litchfield","30","T2","Lipocarpha microcephala","21",3
"Litchfield","30","T2","Isoetes coromandelina","21",5
"Litchfield","30","T2","Fimbristylis macassarensis","21",3
"Litchfield","30","T2","Cyperus haspan","21",25
"Litchfield","30","T2","Pseudopogonatherum irritans","21",10
"Litchfield","30","T2","Scleria rugosa","21",3
"Litchfield","30","T2","Eriocaulon pusillum","22",1
"Litchfield","30","T2","Cyperus haspan","22",1
"Litchfield","30","T2","Scleria pygmaea","22",2
"Litchfield","30","T2","Sorghum plumosum","22",30
"Litchfield","30","T2","Themeda triandra","22",10
"Litchfield","30","T2","Murdannia gigantea","22",5
"Litchfield","30","T2","Alloteropsis semialata","22",5
"Litchfield","30","T2","Cyperus angustatus","22",15
"Litchfield","30","T2","Chrysopogon fallax","22",10
"Litchfield","30","T2","Lipocarpha microcephala","23",1
"Litchfield","30","T2","Cyperus angustatus","23",5
"Litchfield","30","T2","Cyperus haspan","23",2
"Litchfield","30","T2","Crotalaria goreensis","23",1
"Litchfield","30","T2","Scleria novae-hollandiae","23",1
"Litchfield","30","T2","Sorghum plumosum","23",40
"Litchfield","30","T2","Rotala sp.","23",1
"Litchfield","30","T2","Limnophila fragrans","23",1
"Litchfield","30","T2","Themeda triandra","23",20
"Litchfield","30","T2","Sacciolepis indica","23",1
"Litchfield","30","T2","Fimbristylis macassarensis","24",1
"Litchfield","30","T2","Sacciolepis indica","24",1
"Litchfield","30","T2","Themeda triandra","24",5
"Litchfield","30","T2","Scleria rugosa","24",2
"Litchfield","30","T2","Scleria pygmaea","24",5
"Litchfield","30","T2","Scleria novae-hollandiae","24",3
"Litchfield","30","T2","Schizachyrium fragile","24",1
"Litchfield","30","T2","Sorghum plumosum","24",40
"Litchfield","30","T2","Rotala sp.","24",3
"Litchfield","30","T2","Pseudopogonatherum irritans","24",3
"Litchfield","30","T2","Lipocarpha microcephala","24",3
"Litchfield","30","T2","Fimbristylis recta","24",1
"Litchfield","30","T2","Fimbristylis acuminata","24",5
"Litchfield","30","T2","Eriocaulon pusillum","24",2
"Litchfield","30","T2","Crotalaria goreensis","24",1
"Litchfield","30","T2","Limnophila fragrans","24",1
"Litchfield","30","T2","Eriocaulon pusillum","25",1
"Litchfield","30","T2","Scleria rugosa","25",2
"Litchfield","30","T2","Scleria pygmaea","25",2
"Litchfield","30","T2","Scleria novae-hollandiae","25",1
"Litchfield","30","T2","Urochloa polyphylla","25",1
"Litchfield","30","T2","Rotala sp.","25",1
"Litchfield","30","T2","Fimbristylis tetragona","25",5
"Litchfield","30","T2","Fimbristylis macassarensis","25",1
"Litchfield","30","T2","Fimbristylis acuminata","25",3
"Litchfield","30","T2","Eriocaulon cinereum","25",1
"Litchfield","30","T2","Drosera petiolaris","25",1
"Litchfield","30","T2","Sorghum plumosum","25",30
"Litchfield","30","T2","Eriocaulon pusillum","26",1
"Litchfield","30","T2","Eriocaulon cinereum","26",1
"Litchfield","30","T2","Fimbristylis macassarensis","26",1
"Litchfield","30","T2","Limnophila fragrans","26",1
"Litchfield","30","T2","Lipocarpha microcephala","26",1
"Litchfield","30","T2","Sacciolepis indica","26",1
"Litchfield","30","T2","Sorghum plumosum","26",25
"Litchfield","30","T2","Scleria pygmaea","26",10
"Litchfield","30","T2","Scleria novae-hollandiae","26",1
"Litchfield","30","T2","Chrysopogon fallax","26",5
"Litchfield","30","T2","Drosera petiolaris","26",2
"Litchfield","30","T2","Spermacoce sp.","26",1
"Litchfield","30","T2","Stylidium sp.","26",1
"Litchfield","30","T2","Fimbristylis tetragona","26",5
"Litchfield","30","T2","Cyperus haspan","26",2
"Litchfield","30","T2","Fimbristylis recta","27",1
"Litchfield","30","T2","Lipocarpha microcephala","27",3
"Litchfield","30","T2","Sorghum plumosum","27",15
"Litchfield","30","T2","Fimbristylis tetragona","27",3
"Litchfield","30","T2","Scleria novae-hollandiae","27",1
"Litchfield","30","T2","Eriocaulon pusillum","27",2
"Litchfield","30","T2","Scleria pygmaea","27",3
"Litchfield","30","T2","Stylidium sp.","27",1
"Litchfield","30","T2","Themeda triandra","27",15
"Litchfield","30","T2","Chrysopogon fallax","27",3
"Litchfield","30","T2","Cyperus breviculmis","27",1
"Litchfield","30","T2","Sacciolepis indica","27",1
"Litchfield","30","T2","Buchnera sp.","28",1
"Litchfield","30","T2","Sorghum plumosum","28",5
"Litchfield","30","T2","Chrysopogon fallax","28",20
"Litchfield","30","T2","Cyperus haspan","28",1
"Litchfield","30","T2","Stylidium sp.","28",1
"Litchfield","30","T2","Murdannia gigantea","28",2
"Litchfield","30","T2","Limnophila fragrans","28",2
"Litchfield","30","T2","Scleria pygmaea","28",3
"Litchfield","30","T2","Fimbristylis tetragona","28",3
"Litchfield","30","T2","Themeda triandra","28",5
"Litchfield","30","T2","Lipocarpha microcephala","28",1
"Litchfield","30","T2","Themeda triandra","29",10
"Litchfield","30","T2","Limnophila fragrans","29",3
"Litchfield","30","T2","Scleria pygmaea","29",2
"Litchfield","30","T2","Scleria novae-hollandiae","29",1
"Litchfield","30","T2","Sorghum plumosum","29",20
"Litchfield","30","T2","Rotala sp.","29",1
"Litchfield","30","T2","Isoetes coromandelina","29",2
"Litchfield","30","T2","Fimbristylis tetragona","29",1
"Litchfield","30","T2","Eriocaulon pusillum","29",2
"Litchfield","30","T2","Cyperus haspan","29",1
"Litchfield","30","T2","Lipocarpha microcephala","29",1
"Litchfield","30","T2","Murdannia gigantea","29",1
"Litchfield","30","T2","Goodenia armstrongiana","29",1
"Litchfield","30","T2","Sacciolepis indica","30",1
"Litchfield","30","T2","Murdannia gigantea","30",1
"Litchfield","30","T2","Eriocaulon pusillum","30",1
"Litchfield","30","T2","Scleria novae-hollandiae","30",1
"Litchfield","30","T2","Themeda triandra","30",5
"Litchfield","30","T2","Ludwigia sp.","30",1
"Litchfield","30","T2","Limnophila fragrans","30",3
"Litchfield","30","T2","Scleria pygmaea","30",1
"Litchfield","30","T2","Cyperus haspan","30",5
"Litchfield","30","T2","Fimbristylis macassarensis","30",1
"Litchfield","30","T2","Sorghum plumosum","30",5
"Litchfield","30","T2","Fuirena ciliaris","31",1
"Litchfield","30","T2","Fimbristylis macassarensis","31",1
"Litchfield","30","T2","Eriocaulon pusillum","31",2
"Litchfield","30","T2","Cyperus haspan","31",2
"Litchfield","30","T2","Chrysopogon fallax","31",5
"Litchfield","30","T2","Buchnera sp.","31",1
"Litchfield","30","T2","Themeda triandra","31",5
"Litchfield","30","T2","Isoetes coromandelina","31",1
"Litchfield","30","T2","Scleria pygmaea","31",5
"Litchfield","30","T2","Sorghum plumosum","31",25
"Litchfield","30","T2","Scleria rugosa","31",1
"Litchfield","30","T2","Fimbristylis tetragona","31",1
"Litchfield","30","T2","Scleria novae-hollandiae","31",1
"Litchfield","30","T2","Cyperus haspan","32",2
"Litchfield","30","T2","Themeda triandra","32",5
"Litchfield","30","T2","Stylidium sp.","32",1
"Litchfield","30","T2","Scleria pygmaea","32",5
"Litchfield","30","T2","Sorghum plumosum","32",20
"Litchfield","30","T2","Limnophila fragrans","32",2
"Litchfield","30","T2","Isoetes coromandelina","32",1
"Litchfield","30","T2","Eriocaulon pusillum","32",2
"Litchfield","30","T2","Lipocarpha microcephala","32",5
"Litchfield","30","T2","Fimbristylis macassarensis","32",2
"Litchfield","30","T2","Whiteochloa airoides","32",1
"Litchfield","30","T2","Sacciolepis indica","32",1
"Litchfield","30","T2","Fimbristylis acuminata","33",2
"Litchfield","30","T2","Themeda triandra","33",10
"Litchfield","30","T2","Scleria pygmaea","33",4
"Litchfield","30","T2","Scleria rugosa","33",3
"Litchfield","30","T2","Scleria novae-hollandiae","33",2
"Litchfield","30","T2","Sorghum plumosum","33",30
"Litchfield","30","T2","Fuirena ciliaris","33",1
"Litchfield","30","T2","Fimbristylis macassarensis","33",1
"Litchfield","30","T2","Eriocaulon pusillum","33",2
"Litchfield","30","T2","Murdannia gigantea","33",1
"Litchfield","30","T2","Desmodium pycnotrichum","33",4
"Litchfield","30","T2","Chrysopogon fallax","33",5
"Litchfield","30","T2","Themeda triandra","34",5
"Litchfield","30","T2","Murdannia gigantea","34",2
"Litchfield","30","T2","Scleria pygmaea","34",2
"Litchfield","30","T2","Eriocaulon pusillum","34",1
"Litchfield","30","T2","Cyperus haspan","34",2
"Litchfield","30","T2","Fimbristylis acuminata","34",15
"Litchfield","30","T2","Fimbristylis recta","34",1
"Litchfield","30","T2","Lipocarpha microcephala","34",1
"Litchfield","30","T2","Ludwigia sp.","34",1
"Litchfield","30","T2","Sorghum plumosum","34",25
"Litchfield","30","T2","Scleria novae-hollandiae","34",2
"Litchfield","30","T2","Sorghum plumosum","35",25
"Litchfield","30","T2","Pseudopogonatherum irritans","35",5
"Litchfield","30","T2","Fimbristylis recta","35",1
"Litchfield","30","T2","Fimbristylis macassarensis","35",3
"Litchfield","30","T2","Fimbristylis acuminata","35",3
"Litchfield","30","T2","Eriocaulon pusillum","35",1
"Litchfield","30","T2","Scleria rugosa","35",1
"Litchfield","30","T2","Themeda triandra","35",10
"Litchfield","30","T2","Murdannia gigantea","35",3
"Litchfield","30","T2","Scleria pygmaea","35",3
"Litchfield","30","T2","Scleria novae-hollandiae","35",1
"Litchfield","30","T2","Whiteochloa airoides","35",1
"Litchfield","30","T2","Echinochloa colona","35",1
"Litchfield","30","T2","Lipocarpha microcephala","35",1
"Litchfield","30","T2","Cyperus haspan","35",3
"Litchfield","30","T2","Chrysopogon fallax","35",10
"Litchfield","30","T2","Limnophila fragrans","36",3
"Litchfield","30","T2","Themeda triandra","36",5
"Litchfield","30","T2","Fimbristylis acuminata","36",10
"Litchfield","30","T2","Cyperus breviculmis","36",1
"Litchfield","30","T2","Cyperus haspan","36",3
"Litchfield","30","T2","Sacciolepis indica","36",1
"Litchfield","30","T2","Chrysopogon fallax","36",3
"Litchfield","30","T2","Murdannia gigantea","36",5
"Litchfield","30","T2","Scleria novae-hollandiae","36",1
"Litchfield","30","T2","Scleria pygmaea","36",2
"Litchfield","30","T2","Fimbristylis macassarensis","36",1
"Litchfield","30","T2","Sorghum plumosum","36",15
"Litchfield","30","T2","Cyperus haspan","37",3
"Litchfield","30","T2","Fimbristylis acuminata","37",5
"Litchfield","30","T2","Themeda triandra","37",5
"Litchfield","30","T2","Eriocaulon pusillum","37",1
"Litchfield","30","T2","Fimbristylis macassarensis","37",1
"Litchfield","30","T2","Pseudopogonatherum irritans","37",5
"Litchfield","30","T2","Chrysopogon fallax","37",5
"Litchfield","30","T2","Scleria novae-hollandiae","37",1
"Litchfield","30","T2","Scleria pygmaea","37",3
"Litchfield","30","T2","Scleria rugosa","37",1
"Litchfield","30","T2","Desmodium pycnotrichum","37",5
"Litchfield","30","T2","Sorghum plumosum","37",20
"Litchfield","30","T2","Murdannia gigantea","37",1
"Litchfield","30","T2","Limnophila fragrans","37",3
"Litchfield","30","T2","Cyperus haspan","38",3
"Litchfield","30","T2","Limnophila fragrans","38",3
"Litchfield","30","T2","Pseudopogonatherum irritans","38",1
"Litchfield","30","T2","Eriocaulon pusillum","38",3
"Litchfield","30","T2","Eragrostis cumingii","38",4
"Litchfield","30","T2","Sacciolepis indica","38",1
"Litchfield","30","T2","Fimbristylis macassarensis","38",1
"Litchfield","30","T2","Murdannia gigantea","38",2
"Litchfield","30","T2","Sorghum plumosum","38",20
"Litchfield","30","T2","Scleria novae-hollandiae","38",2
"Litchfield","30","T2","Scleria pygmaea","38",3
"Litchfield","30","T2","Themeda triandra","38",5
"Litchfield","30","T2","Scleria rugosa","38",2
"Litchfield","30","T2","Fimbristylis acuminata","38",10
"Litchfield","30","T2","Whiteochloa airoides","39",1
"Litchfield","30","T2","Sorghum plumosum","39",25
"Litchfield","30","T2","Lipocarpha microcephala","39",1
"Litchfield","30","T2","Fimbristylis macassarensis","39",1
"Litchfield","30","T2","Fimbristylis acuminata","39",3
"Litchfield","30","T2","Eriocaulon pusillum","39",2
"Litchfield","30","T2","Cyperus haspan","39",3
"Litchfield","30","T2","Fuirena ciliaris","39",1
"Litchfield","30","T2","Scleria novae-hollandiae","39",3
"Litchfield","30","T2","Scleria rugosa","39",5
"Litchfield","30","T2","Murdannia gigantea","39",3
"Litchfield","30","T2","Eriocaulon pusillum","40",3
"Litchfield","30","T2","Scleria pygmaea","40",5
"Litchfield","30","T2","Scleria novae-hollandiae","40",2
"Litchfield","30","T2","Limnophila fragrans","40",2
"Litchfield","30","T2","Chrysopogon fallax","40",20
"Litchfield","30","T2","Sorghum plumosum","40",20
"Litchfield","30","T3","Drosera petiolaris","1",1
"Litchfield","30","T3","Themeda triandra","1",5
"Litchfield","30","T3","Sorghum plumosum","1",20
"Litchfield","30","T3","Murdannia gigantea","1",1
"Litchfield","30","T3","Eriocaulon pusillum","1",1
"Litchfield","30","T3","Cyperus pulchellus","1",1
"Litchfield","30","T3","Chrysopogon fallax","1",5
"Litchfield","30","T3","Fimbristylis simplex","1",5
"Litchfield","30","T3","Themeda triandra","2",30
"Litchfield","30","T3","Sorghum plumosum","2",20
"Litchfield","30","T3","Eriocaulon pusillum","2",10
"Litchfield","30","T3","Pseudopogonatherum irritans","3",20
"Litchfield","30","T3","Sorghum plumosum","3",30
"Litchfield","30","T3","Scleria novae-hollandiae","3",1
"Litchfield","30","T3","Lipocarpha microcephala","3",1
"Litchfield","30","T3","Eriocaulon pusillum","3",10
"Litchfield","30","T3","Chrysopogon fallax","4",5
"Litchfield","30","T3","Themeda triandra","4",20
"Litchfield","30","T3","Sorghum plumosum","4",40
"Litchfield","30","T3","Lipocarpha microcephala","4",1
"Litchfield","30","T3","Limnophila fragrans","4",1
"Litchfield","30","T3","Eriocaulon pusillum","4",5
"Litchfield","30","T3","Stylidium sp.","5",1
"Litchfield","30","T3","Sorghum plumosum","5",30
"Litchfield","30","T3","Lipocarpha microcephala","5",1
"Litchfield","30","T3","Limnophila fragrans","5",1
"Litchfield","30","T3","Eriocaulon pusillum","5",5
"Litchfield","30","T3","Chrysopogon fallax","5",5
"Litchfield","30","T3","Cyanotis axillaris","6",20
"Litchfield","30","T3","Stylidium sp.","6",1
"Litchfield","30","T3","Sorghum plumosum","6",20
"Litchfield","30","T3","Fimbristylis macassarensis","6",1
"Litchfield","30","T3","Eriocaulon pusillum","6",1
"Litchfield","30","T3","Drosera petiolaris","6",1
"Litchfield","30","T3","Limnophila fragrans","7",1
"Litchfield","30","T3","Murdannia gigantea","7",1
"Litchfield","30","T3","Sorghum plumosum","7",40
"Litchfield","30","T3","Themeda triandra","7",10
"Litchfield","30","T3","Fimbristylis recta","7",1
"Litchfield","30","T3","Eriocaulon pusillum","7",1
"Litchfield","30","T3","Fimbristylis macassarensis","7",1
"Litchfield","30","T3","Limnophila fragrans","8",1
"Litchfield","30","T3","Fuirena ciliaris","8",1
"Litchfield","30","T3","Fimbristylis simplex","8",1
"Litchfield","30","T3","Eriocaulon pusillum","8",1
"Litchfield","30","T3","Sorghum plumosum","8",30
"Litchfield","30","T3","Murdannia gigantea","8",1
"Litchfield","30","T3","Murdannia gigantea","9",5
"Litchfield","30","T3","Eriocaulon pusillum","9",1
"Litchfield","30","T3","Cyperus haspan","9",1
"Litchfield","30","T3","Lipocarpha microcephala","9",1
"Litchfield","30","T3","Fimbristylis macassarensis","9",10
"Litchfield","30","T3","Sorghum plumosum","9",35
"Litchfield","30","T3","Limnophila fragrans","10",1
"Litchfield","30","T3","Fuirena ciliaris","10",1
"Litchfield","30","T3","Eriocaulon pusillum","10",1
"Litchfield","30","T3","Mitrasacme sp.","10",1
"Litchfield","30","T3","Themeda triandra","10",10
"Litchfield","30","T3","Sorghum plumosum","10",30
"Litchfield","30","T3","Fuirena ciliaris","11",1
"Litchfield","30","T3","Limnophila fragrans","11",1
"Litchfield","30","T3","Drosera petiolaris","11",1
"Litchfield","30","T3","Sorghum plumosum","11",35
"Litchfield","30","T3","Desmodium pycnotrichum","11",5
"Litchfield","30","T3","Eriocaulon pusillum","11",1
"Litchfield","30","T3","Rhynchospora heterochaeta","12",1
"Litchfield","30","T3","Sorghum plumosum","12",50
"Litchfield","30","T3","Limnophila fragrans","12",1
"Litchfield","30","T3","Eriocaulon pusillum","12",1
"Litchfield","30","T3","Fuirena ciliaris","12",1
"Litchfield","30","T3","Lipocarpha microcephala","13",1
"Litchfield","30","T3","Limnophila fragrans","13",1
"Litchfield","30","T3","Eriocaulon pusillum","13",1
"Litchfield","30","T3","Drosera petiolaris","13",1
"Litchfield","30","T3","Sorghum plumosum","13",50
"Litchfield","30","T3","Cyperus haspan","14",1
"Litchfield","30","T3","Eriocaulon pusillum","14",1
"Litchfield","30","T3","Fimbristylis acuminata","14",5
"Litchfield","30","T3","Fuirena ciliaris","14",1
"Litchfield","30","T3","Limnophila fragrans","14",1
"Litchfield","30","T3","Murdannia gigantea","14",10
"Litchfield","30","T3","Sorghum plumosum","14",30
"Litchfield","30","T3","Crotalaria goreensis","15",1
"Litchfield","30","T3","Eriocaulon pusillum","15",1
"Litchfield","30","T3","Fuirena ciliaris","15",1
"Litchfield","30","T3","Themeda triandra","15",40
"Litchfield","30","T3","Sorghum plumosum","15",20
"Litchfield","30","T3","Desmodium pycnotrichum","16",5
"Litchfield","30","T3","Cyperus pulchellus","16",1
"Litchfield","30","T3","Fuirena ciliaris","16",1
"Litchfield","30","T3","Goodenia armstrongiana","16",1
"Litchfield","30","T3","Limnophila fragrans","16",1
"Litchfield","30","T3","Murdannia gigantea","16",5
"Litchfield","30","T3","Themeda triandra","16",40
"Litchfield","30","T3","Sorghum plumosum","17",10
"Litchfield","30","T3","Themeda triandra","17",60
"Litchfield","30","T3","Murdannia gigantea","17",5
"Litchfield","30","T3","Limnophila fragrans","17",1
"Litchfield","30","T3","Eriocaulon pusillum","17",1
"Litchfield","30","T3","Desmodium pycnotrichum","17",5
"Litchfield","30","T3","Crotalaria goreensis","17",1
"Litchfield","30","T3","Cyperus haspan","18",1
"Litchfield","30","T3","Eriocaulon pusillum","18",1
"Litchfield","30","T3","Fimbristylis macassarensis","18",1
"Litchfield","30","T3","Limnophila fragrans","18",1
"Litchfield","30","T3","Lipocarpha microcephala","18",1
"Litchfield","30","T3","Murdannia gigantea","18",5
"Litchfield","30","T3","Sorghum plumosum","18",35
"Litchfield","30","T3","Themeda triandra","18",30
"Litchfield","30","T3","Eriocaulon pusillum","19",1
"Litchfield","30","T3","Fimbristylis macassarensis","19",5
"Litchfield","30","T3","Limnophila fragrans","19",1
"Litchfield","30","T3","Murdannia gigantea","19",5
"Litchfield","30","T3","Sorghum plumosum","19",10
"Litchfield","30","T3","Themeda triandra","19",50
"Litchfield","30","T3","Lipocarpha microcephala","19",1
"Litchfield","30","T3","Ipomoea graminea","20",1
"Litchfield","30","T3","Limnophila fragrans","20",1
"Litchfield","30","T3","Murdannia gigantea","20",1
"Litchfield","30","T3","Rhynchospora heterochaeta","20",1
"Litchfield","30","T3","Sorghum plumosum","20",25
"Litchfield","30","T3","Themeda triandra","20",10
"Litchfield","30","T3","Eriocaulon pusillum","20",1
"Litchfield","30","T3","Cyperus haspan","20",1
"Litchfield","30","T3","Fimbristylis macassarensis","20",5
"Litchfield","30","T3","Eriocaulon pusillum","21",1
"Litchfield","30","T3","Fimbristylis acuminata","21",5
"Litchfield","30","T3","Fimbristylis macassarensis","21",10
"Litchfield","30","T3","Lipocarpha microcephala","21",1
"Litchfield","30","T3","Murdannia gigantea","21",5
"Litchfield","30","T3","Limnophila fragrans","21",1
"Litchfield","30","T3","Sorghum plumosum","21",70
"Litchfield","30","T3","Murdannia gigantea","22",1
"Litchfield","30","T3","Cyperus haspan","22",5
"Litchfield","30","T3","Desmodium pycnotrichum","22",10
"Litchfield","30","T3","Eriocaulon pusillum","22",1
"Litchfield","30","T3","Fimbristylis acuminata","22",1
"Litchfield","30","T3","Limnophila fragrans","22",1
"Litchfield","30","T3","Sorghum plumosum","22",60
"Litchfield","30","T3","Themeda triandra","22",20
"Litchfield","30","T3","Fuirena ciliaris","22",1
"Litchfield","30","T3","Limnophila fragrans","23",1
"Litchfield","30","T3","Themeda triandra","23",20
"Litchfield","30","T3","Murdannia gigantea","23",5
"Litchfield","30","T3","Goodenia armstrongiana","23",1
"Litchfield","30","T3","Eriocaulon pusillum","23",1
"Litchfield","30","T3","Crotalaria goreensis","23",1
"Litchfield","30","T3","Sorghum plumosum","23",75
"Litchfield","30","T3","Sorghum plumosum","24",90
"Litchfield","30","T3","Murdannia gigantea","24",5
"Litchfield","30","T3","Limnophila fragrans","24",1
"Litchfield","30","T3","Ipomoea graminea","24",1
"Litchfield","30","T3","Goodenia armstrongiana","24",1
"Litchfield","30","T3","Eriocaulon pusillum","24",1
"Litchfield","30","T3","Crotalaria goreensis","24",1
"Litchfield","30","T3","Murdannia gigantea","25",5
"Litchfield","30","T3","Themeda triandra","25",10
"Litchfield","30","T3","Sorghum plumosum","25",30
"Litchfield","30","T3","Fimbristylis acuminata","25",5
"Litchfield","30","T3","Eriocaulon pusillum","25",1
"Litchfield","30","T3","Drosera petiolaris","25",1
"Litchfield","30","T3","Cyperus haspan","25",1
"Litchfield","30","T3","Crotalaria goreensis","25",1
"Litchfield","30","T3","Fuirena ciliaris","25",1
"Litchfield","30","T3","Drosera petiolaris","26",5
"Litchfield","30","T3","Eriocaulon pusillum","26",1
"Litchfield","30","T3","Limnophila fragrans","26",1
"Litchfield","30","T3","Fimbristylis macassarensis","26",5
"Litchfield","30","T3","Sorghum plumosum","26",35
"Litchfield","30","T3","Murdannia gigantea","26",5
"Litchfield","30","T3","Fuirena ciliaris","27",1
"Litchfield","30","T3","Fimbristylis recta","27",1
"Litchfield","30","T3","Eriocaulon pusillum","27",1
"Litchfield","30","T3","Drosera petiolaris","27",1
"Litchfield","30","T3","Themeda triandra","27",10
"Litchfield","30","T3","Limnophila fragrans","27",1
"Litchfield","30","T3","Murdannia gigantea","27",10
"Litchfield","30","T3","Sorghum plumosum","27",20
"Litchfield","30","T3","Themeda triandra","28",15
"Litchfield","30","T3","Fimbristylis macassarensis","28",10
"Litchfield","30","T3","Fimbristylis recta","28",1
"Litchfield","30","T3","Fuirena ciliaris","28",1
"Litchfield","30","T3","Limnophila fragrans","28",1
