"park","plot","visit","quadrat","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Nitmiluk","37","T4","5",35,25,40,"1"
"Nitmiluk","37","T4","6",25,55,20,"1"
"Nitmiluk","37","T4","7",40,45,15,"0"
"Nitmiluk","37","T4","8",30,50,20,"0"
"Nitmiluk","37","T4","9",25,25,50,"0"
"Nitmiluk","37","T4","10",20,30,50,"1"
"Nitmiluk","37","T4","11",45,30,25,"1"
"Nitmiluk","37","T4","12",20,20,60,"0"
"Nitmiluk","37","T4","13",20,20,60,"0"
"Nitmiluk","37","T4","14",35,25,40,"0"
"Nitmiluk","37","T4","15",30,20,50,"1"
"Nitmiluk","37","T4","16",35,25,30,"1"
"Nitmiluk","37","T4","17",45,30,25,"1"
"Nitmiluk","37","T4","18",40,30,30,"1"
"Nitmiluk","37","T4","19",20,50,30,"1"
"Nitmiluk","37","T4","20",15,35,50,"1"
"Nitmiluk","37","T4","21",20,20,60,"0"
"Nitmiluk","37","T4","22",30,25,45,"1"
"Nitmiluk","37","T4","23",25,15,60,"0"
"Nitmiluk","37","T4","24",15,50,25,"1"
"Nitmiluk","37","T4","25",20,50,30,"0"
"Nitmiluk","37","T4","26",20,25,0,"1"
"Nitmiluk","37","T4","27",30,30,5,"1"
"Nitmiluk","37","T4","28",50,35,15,"0"
"Nitmiluk","37","T4","29",20,50,5,"0"
"Nitmiluk","37","T4","30",25,40,5,"1"
"Nitmiluk","37","T4","31",45,25,10,"1"
"Nitmiluk","37","T4","32",30,25,20,"0"
"Nitmiluk","37","T4","33",30,20,30,"0"
"Nitmiluk","37","T4","34",35,20,45,"0"
"Nitmiluk","37","T4","35",45,35,20,"0"
"Nitmiluk","37","T4","36",25,15,60,"0"
"Nitmiluk","37","T4","37",30,15,50,"0"
"Nitmiluk","37","T4","38",20,15,60,"0"
"Nitmiluk","37","T4","39",25,20,70,"0"
"Nitmiluk","37","T4","40",25,20,50,"1"
"Nitmiluk","37","T5","1",30,35,15,"1"
"Nitmiluk","37","T5","2",30,40,25,"1"
"Nitmiluk","37","T5","3",25,40,30,"1"
"Nitmiluk","37","T5","4",30,20,45,"1"
"Nitmiluk","37","T5","5",20,35,40,"1"
"Nitmiluk","37","T5","6",20,50,20,"1"
"Nitmiluk","37","T5","7",20,25,15,"1"
"Nitmiluk","37","T5","8",35,30,25,"1"
"Nitmiluk","37","T5","9",40,40,20,NA
"Nitmiluk","37","T5","10",20,25,50,"1"
"Nitmiluk","37","T5","11",45,30,20,"1"
"Nitmiluk","37","T5","12",55,NA,NA,NA
"Nitmiluk","37","T5","13",45,25,40,NA
"Nitmiluk","37","T5","14",45,10,40,"1"
"Nitmiluk","37","T5","15",55,10,30,NA
"Nitmiluk","37","T5","16",45,20,30,"1"
"Nitmiluk","37","T5","17",40,25,25,"1"
"Nitmiluk","37","T5","18",45,20,30,"1"
"Nitmiluk","37","T5","19",30,40,30,NA
"Nitmiluk","37","T5","20",15,45,40,NA
"Nitmiluk","37","T5","21",15,25,60,NA
"Nitmiluk","37","T5","22",25,NA,NA,NA
"Nitmiluk","37","T5","23",35,5,50,"1"
"Nitmiluk","37","T5","24",15,50,25,"1"
"Nitmiluk","37","T5","25",20,45,25,"1"
"Nitmiluk","37","T5","26",25,60,5,"1"
"Nitmiluk","37","T5","27",40,35,5,"1"
"Nitmiluk","37","T5","28",25,30,10,"1"
"Nitmiluk","37","T5","29",30,35,5,"1"
"Nitmiluk","37","T5","30",20,45,5,"1"
"Nitmiluk","37","T5","31",40,30,10,"1"
"Nitmiluk","37","T5","32",40,30,20,"2"
"Nitmiluk","37","T5","33",30,25,30,"1"
"Nitmiluk","37","T5","34",40,NA,NA,NA
"Nitmiluk","37","T5","35",65,NA,NA,NA
"Nitmiluk","37","T5","36",45,5,50,"1"
"Nitmiluk","37","T5","37",40,20,35,"1"
"Nitmiluk","37","T5","38",30,20,45,"1"
"Nitmiluk","37","T5","39",25,20,65,NA
"Nitmiluk","37","T5","40",NA,NA,NA,NA
"Nitmiluk","38","T1","1",15,5,0,"2"
"Nitmiluk","38","T1","2",35,5,0,"1"
"Nitmiluk","38","T1","3",25,5,0,"1"
"Nitmiluk","38","T1","4",25,5,0,"0"
"Nitmiluk","38","T1","5",35,5,0,"0"
"Nitmiluk","38","T1","6",25,5,0,"1"
"Nitmiluk","38","T1","7",45,5,0,"1"
"Nitmiluk","38","T1","8",45,5,0,"2"
"Nitmiluk","38","T1","9",20,5,0,"1"
"Nitmiluk","38","T1","10",20,5,0,"1"
"Nitmiluk","38","T1","11",35,5,0,"0"
"Nitmiluk","38","T1","12",15,5,0,"1"
"Nitmiluk","38","T1","13",20,15,0,"2"
"Nitmiluk","38","T1","14",20,15,0,"1"
"Nitmiluk","38","T1","15",45,15,0,"1"
"Nitmiluk","38","T1","16",20,5,0,"0"
"Nitmiluk","38","T1","17",25,10,0,"0"
"Nitmiluk","38","T1","18",30,10,0,"0"
"Nitmiluk","38","T1","19",20,5,0,"0"
"Nitmiluk","38","T1","20",50,10,0,"1"
"Nitmiluk","38","T1","21",75,15,0,"1"
"Nitmiluk","38","T1","22",90,30,0,"1"
"Nitmiluk","38","T1","23",45,5,0,"0"
"Nitmiluk","38","T1","24",5,0,90,"0"
"Nitmiluk","38","T1","25",10,5,0,"0"
"Nitmiluk","38","T1","26",15,5,0,"0"
"Nitmiluk","38","T1","27",15,5,0,"0"
"Nitmiluk","38","T1","28",35,5,0,"1"
"Nitmiluk","38","T1","29",25,5,0,"0"
"Nitmiluk","38","T1","30",15,5,0,"1"
"Nitmiluk","38","T1","31",80,10,0,"1"
"Nitmiluk","38","T1","32",35,5,0,"0"
"Nitmiluk","38","T1","33",45,5,0,"0"
"Nitmiluk","38","T1","34",30,5,0,"0"
"Nitmiluk","38","T1","35",35,5,0,"0"
"Nitmiluk","38","T1","36",60,10,0,"0"
"Nitmiluk","38","T1","37",30,5,0,"0"
"Nitmiluk","38","T1","38",40,15,0,"1"
"Nitmiluk","38","T1","39",20,5,0,"1"
"Nitmiluk","38","T1","40",15,5,0,"0"
"Nitmiluk","38","T2","1",30,10,0,"1"
"Nitmiluk","38","T2","2",30,10,5,"1"
"Nitmiluk","38","T2","3",30,5,10,"1"
"Nitmiluk","38","T2","4",30,5,5,"0"
"Nitmiluk","38","T2","5",30,10,10,"0"
"Nitmiluk","38","T2","6",20,5,5,"1"
"Nitmiluk","38","T2","7",30,10,5,"1"
"Nitmiluk","38","T2","8",40,10,5,"1"
"Nitmiluk","38","T2","9",20,20,30,"1"
"Nitmiluk","38","T2","10",30,20,5,"1"
"Nitmiluk","38","T2","11",20,5,5,"0"
"Nitmiluk","38","T2","12",15,5,5,"0"
"Nitmiluk","38","T2","13",5,5,5,"1"
"Nitmiluk","38","T2","14",20,40,5,"1"
"Nitmiluk","38","T2","15",50,40,0,"1"
"Nitmiluk","38","T2","16",20,60,5,"0"
"Nitmiluk","38","T2","17",30,80,5,"0"
"Nitmiluk","38","T2","18",30,60,10,"0"
"Nitmiluk","38","T2","19",30,10,5,"0"
"Nitmiluk","38","T2","20",30,10,5,"1"
"Nitmiluk","38","T2","21",60,30,10,"1"
"Nitmiluk","38","T2","22",70,30,20,"1"
"Nitmiluk","38","T2","23",90,20,5,"1"
"Nitmiluk","38","T2","24",30,20,20,"0"
"Nitmiluk","38","T2","25",70,5,5,"0"
"Nitmiluk","38","T2","26",30,5,20,"0"
"Nitmiluk","38","T2","27",30,5,15,"0"
"Nitmiluk","38","T2","28",45,5,10,"0"
"Nitmiluk","38","T2","29",40,5,10,"0"
"Nitmiluk","38","T2","30",20,5,5,"1"
"Nitmiluk","38","T2","31",90,10,5,"1"
"Nitmiluk","38","T2","32",60,20,0,"0"
"Nitmiluk","38","T2","33",40,10,5,"0"
"Nitmiluk","38","T2","34",50,20,5,"0"
"Nitmiluk","38","T2","35",90,50,5,"1"
"Nitmiluk","38","T2","36",50,40,5,"0"
"Nitmiluk","38","T2","37",30,10,10,"1"
"Nitmiluk","38","T2","38",40,20,5,"1"
"Nitmiluk","38","T2","39",30,20,15,"1"
"Nitmiluk","38","T2","40",20,20,20,"0"
"Nitmiluk","38","T3","1",10,45,45,"1"
"Nitmiluk","38","T3","2",25,20,50,"1"
"Nitmiluk","38","T3","3",30,10,50,"1"
"Nitmiluk","38","T3","4",20,10,60,"0"
"Nitmiluk","38","T3","5",25,20,50,"0"
"Nitmiluk","38","T3","6",25,15,55,"1"
"Nitmiluk","38","T3","7",20,20,50,"1"
"Nitmiluk","38","T3","8",25,30,40,"1"
"Nitmiluk","38","T3","9",25,20,45,"1"
"Nitmiluk","38","T3","10",30,15,50,"1"
"Nitmiluk","38","T3","11",25,10,35,"0"
"Nitmiluk","38","T3","12",15,10,50,"0"
"Nitmiluk","38","T3","13",10,50,25,"1"
"Nitmiluk","38","T3","14",25,35,20,"1"
"Nitmiluk","38","T3","15",25,20,45,"0"
"Nitmiluk","38","T3","16",30,10,40,"0"
"Nitmiluk","38","T3","17",35,20,40,"0"
"Nitmiluk","38","T3","18",35,25,30,"0"
"Nitmiluk","38","T3","19",35,15,40,"0"
"Nitmiluk","38","T3","20",25,10,50,"1"
"Nitmiluk","38","T3","21",30,15,45,"1"
"Nitmiluk","38","T3","22",30,30,30,"1"
"Nitmiluk","38","T3","23",30,30,30,"0"
"Nitmiluk","38","T3","24",25,10,60,"0"
"Nitmiluk","38","T3","25",30,15,40,"0"
"Nitmiluk","38","T3","26",20,5,60,"0"
"Nitmiluk","38","T3","27",25,15,50,"0"
"Nitmiluk","38","T3","28",30,30,30,"0"
"Nitmiluk","38","T3","29",25,10,55,"0"
"Nitmiluk","38","T3","30",25,5,50,"1"
"Nitmiluk","38","T3","31",30,20,20,"1"
"Nitmiluk","38","T3","32",25,30,30,"1"
"Nitmiluk","38","T3","33",25,25,40,"1"
"Nitmiluk","38","T3","34",30,15,45,"0"
"Nitmiluk","38","T3","35",35,20,35,"0"
"Nitmiluk","38","T3","36",25,15,50,"0"
"Nitmiluk","38","T3","37",30,25,35,"1"
"Nitmiluk","38","T3","38",25,15,50,"1"
"Nitmiluk","38","T3","39",20,30,40,"0"
"Nitmiluk","38","T3","40",25,25,40,"0"
"Nitmiluk","38","T4","1",30,25,45,"1"
"Nitmiluk","38","T4","2",30,20,50,"1"
"Nitmiluk","38","T4","3",35,15,50,"1"
"Nitmiluk","38","T4","4",30,10,60,"0"
"Nitmiluk","38","T4","5",30,10,60,"1"
"Nitmiluk","38","T4","6",30,10,50,"1"
"Nitmiluk","38","T4","7",20,10,60,"1"
"Nitmiluk","38","T4","8",30,10,60,"1"
"Nitmiluk","38","T4","9",25,10,60,"1"
"Nitmiluk","38","T4","10",30,5,65,"1"
"Nitmiluk","38","T4","11",35,10,55,"0"
"Nitmiluk","38","T4","12",35,5,60,"0"
"Nitmiluk","38","T4","13",15,10,65,"1"
"Nitmiluk","38","T4","14",15,30,35,"1"
"Nitmiluk","38","T4","15",15,50,30,"0"
"Nitmiluk","38","T4","16",20,20,45,"0"
"Nitmiluk","38","T4","17",20,30,40,"0"
"Nitmiluk","38","T4","18",35,10,50,"0"
"Nitmiluk","38","T4","19",45,15,40,"0"
"Nitmiluk","38","T4","20",25,10,30,"1"
"Nitmiluk","38","T4","21",25,20,40,"1"
"Nitmiluk","38","T4","22",40,10,30,"1"
"Nitmiluk","38","T4","23",20,15,40,"1"
"Nitmiluk","38","T4","24",15,15,60,"0"
"Nitmiluk","38","T4","25",20,10,50,"0"
"Nitmiluk","38","T4","26",15,10,70,"0"
"Nitmiluk","38","T4","27",30,15,60,"0"
"Nitmiluk","38","T4","28",25,10,30,"1"
"Nitmiluk","38","T4","29",30,10,55,"1"
"Nitmiluk","38","T4","30",40,10,40,"1"
"Nitmiluk","38","T4","31",20,10,50,"1"
"Nitmiluk","38","T4","32",30,10,30,"1"
"Nitmiluk","38","T4","33",30,5,40,"0"
"Nitmiluk","38","T4","34",25,5,30,"0"
"Nitmiluk","38","T4","35",40,5,10,"0"
"Nitmiluk","38","T4","36",20,40,15,"1"
"Nitmiluk","38","T4","37",30,20,25,"1"
"Nitmiluk","38","T4","38",20,20,30,"1"
"Nitmiluk","38","T4","39",15,30,15,"0"
"Nitmiluk","38","T4","40",20,20,40,"0"
"Nitmiluk","38","T5","1",40,40,20,"1"
"Nitmiluk","38","T5","2",60,25,15,"1"
"Nitmiluk","38","T5","3",55,20,25,"1"
"Nitmiluk","38","T5","4",55,NA,NA,"1"
"Nitmiluk","38","T5","5",55,15,30,"0"
"Nitmiluk","38","T5","6",35,15,45,"0"
"Nitmiluk","38","T5","7",30,40,30,"1"
"Nitmiluk","38","T5","8",30,50,20,"1"
"Nitmiluk","38","T5","9",30,30,40,"1"
"Nitmiluk","38","T5","10",50,NA,NA,"1"
"Nitmiluk","38","T5","11",40,25,35,"1"
"Nitmiluk","38","T5","12",40,20,40,"0"
"Nitmiluk","38","T5","13",15,10,65,"0"
"Nitmiluk","38","T5","14",15,35,35,"1"
"Nitmiluk","38","T5","15",30,25,30,"1"
"Nitmiluk","38","T5","16",15,15,50,"0"
"Nitmiluk","38","T5","17",25,20,45,"0"
"Nitmiluk","38","T5","18",40,15,40,"0"
"Nitmiluk","38","T5","19",45,NA,NA,"0"
"Nitmiluk","38","T5","20",40,20,30,"1"
"Nitmiluk","38","T5","21",40,25,30,"1"
"Nitmiluk","38","T5","22",35,NA,NA,"1"
"Nitmiluk","38","T5","23",30,NA,NA,"1"
"Nitmiluk","38","T5","24",45,30,25,"1"
"Nitmiluk","38","T5","25",35,25,40,"0"
"Nitmiluk","38","T5","26",25,30,40,"0"
"Nitmiluk","38","T5","27",25,NA,NA,"0"
"Nitmiluk","38","T5","28",20,20,60,"0"
"Nitmiluk","38","T5","29",35,15,50,"0"
"Nitmiluk","38","T5","30",60,20,20,"1"
"Nitmiluk","38","T5","31",25,40,30,"1"
"Nitmiluk","38","T5","32",30,0,0,"1"
"Nitmiluk","38","T5","33",30,30,40,"1"
"Nitmiluk","38","T5","34",40,15,40,"0"
"Nitmiluk","38","T5","35",45,30,15,"0"
"Nitmiluk","38","T5","36",40,40,15,"0"
"Nitmiluk","38","T5","37",40,20,30,"1"
"Nitmiluk","38","T5","38",30,30,35,"1"
"Nitmiluk","38","T5","39",15,40,35,"1"
"Nitmiluk","38","T5","40",25,30,45,"0"
"Nitmiluk","39","T1","1",100,90,0,"1"
"Nitmiluk","39","T1","2",100,95,0,"1"
"Nitmiluk","39","T1","3",100,100,0,"1"
"Nitmiluk","39","T1","4",100,100,0,"1"
"Nitmiluk","39","T1","5",100,80,20,"1"
"Nitmiluk","39","T1","6",100,95,0,"1"
"Nitmiluk","39","T1","7",80,80,0,"1"
"Nitmiluk","39","T1","8",95,95,0,"0"
"Nitmiluk","39","T1","9",95,90,0,"0"
"Nitmiluk","39","T1","10",80,60,0,"0"
"Nitmiluk","39","T1","11",95,95,0,"0"
"Nitmiluk","39","T1","12",100,95,1,"2"
"Nitmiluk","39","T1","13",100,100,0,"2"
"Nitmiluk","39","T1","14",100,100,0,"1"
"Nitmiluk","39","T1","15",100,95,5,"1"
"Nitmiluk","39","T1","16",100,100,0,"1"
"Nitmiluk","39","T1","17",100,100,0,"1"
"Nitmiluk","39","T1","18",100,100,0,"0"
"Nitmiluk","39","T1","19",95,90,0,"0"
"Nitmiluk","39","T1","20",60,50,1,"0"
"Nitmiluk","39","T1","21",100,100,0,"0"
"Nitmiluk","39","T1","22",95,80,0,"0"
"Nitmiluk","39","T1","23",60,50,0,"0"
"Nitmiluk","39","T1","24",80,60,0,"0"
"Nitmiluk","39","T1","25",100,95,0,"1"
"Nitmiluk","39","T1","26",95,95,0,"2"
"Nitmiluk","39","T1","27",100,100,0,"1"
"Nitmiluk","39","T1","28",95,95,0,"1"
"Nitmiluk","39","T1","29",100,95,0,"1"
"Nitmiluk","39","T1","30",100,100,0,"2"
"Nitmiluk","39","T1","31",100,100,0,"1"
"Nitmiluk","39","T1","32",100,100,0,"1"
"Nitmiluk","39","T1","33",95,95,0,"1"
"Nitmiluk","39","T1","34",95,90,0,"1"
"Nitmiluk","39","T1","35",95,90,0,"1"
"Nitmiluk","39","T1","36",100,100,0,"1"
"Nitmiluk","39","T1","37",80,75,0,"1"
"Nitmiluk","39","T1","38",95,95,0,"0"
"Nitmiluk","39","T1","39",100,85,0,"1"
"Nitmiluk","39","T1","40",100,95,0,"2"
"Nitmiluk","39","T2","1",25,90,0,"1"
"Nitmiluk","39","T2","2",2,90,0,"1"
"Nitmiluk","39","T2","3",5,95,0,"1"
"Nitmiluk","39","T2","4",25,90,0,"1"
"Nitmiluk","39","T2","5",2,90,30,"2"
"Nitmiluk","39","T2","6",5,90,2,"1"
"Nitmiluk","39","T2","7",0,70,0,"1"
"Nitmiluk","39","T2","8",0,90,0,"1"
"Nitmiluk","39","T2","9",0,90,0,"1"
"Nitmiluk","39","T2","10",25,85,25,"1"
"Nitmiluk","39","T2","11",5,30,30,"1"
"Nitmiluk","39","T2","12",40,70,35,"2"
"Nitmiluk","39","T2","13",10,90,5,"2"
"Nitmiluk","39","T2","14",0,95,10,"1"
"Nitmiluk","39","T2","15",0,80,20,"1"
"Nitmiluk","39","T2","16",10,80,40,"1"
"Nitmiluk","39","T2","17",30,85,35,"1"
"Nitmiluk","39","T2","18",55,90,10,"1"
"Nitmiluk","39","T2","19",60,80,30,"0"
"Nitmiluk","39","T2","20",50,35,80,"0"
"Nitmiluk","39","T2","21",85,60,90,"0"
"Nitmiluk","39","T2","22",60,30,80,"0"
"Nitmiluk","39","T2","23",40,25,80,"0"
"Nitmiluk","39","T2","24",85,85,70,"0"
"Nitmiluk","39","T2","25",80,80,20,"1"
"Nitmiluk","39","T2","26",10,75,80,"2"
"Nitmiluk","39","T2","27",55,85,20,"2"
"Nitmiluk","39","T2","28",10,70,60,"1"
"Nitmiluk","39","T2","29",10,85,40,"2"
"Nitmiluk","39","T2","30",0,70,30,"2"
"Nitmiluk","39","T2","31",20,50,30,"1"
"Nitmiluk","39","T2","32",1,55,25,"1"
"Nitmiluk","39","T2","33",35,60,35,"1"
"Nitmiluk","39","T2","34",40,70,30,"1"
"Nitmiluk","39","T2","35",50,75,25,"1"
"Nitmiluk","39","T2","36",5,80,20,"1"
"Nitmiluk","39","T2","37",35,60,35,"1"
"Nitmiluk","39","T2","38",1,55,25,"1"
"Nitmiluk","39","T2","39",55,45,70,"1"
"Nitmiluk","39","T2","40",20,90,5,"1"
"Nitmiluk","39","T3","1",10,20,0,"1"
"Nitmiluk","39","T3","2",5,30,0,"1"
"Nitmiluk","39","T3","3",5,30,0,"1"
"Nitmiluk","39","T3","4",5,50,0,"1"
"Nitmiluk","39","T3","5",0,60,20,"1"
"Nitmiluk","39","T3","6",5,50,0,"1"
"Nitmiluk","39","T3","7",0,70,0,"1"
"Nitmiluk","39","T3","8",0,90,0,"1"
"Nitmiluk","39","T3","9",5,90,0,"1"
"Nitmiluk","39","T3","10",10,70,0,"1"
"Nitmiluk","39","T3","11",5,50,2,"1"
"Nitmiluk","39","T3","12",5,60,5,"0"
"Nitmiluk","39","T3","13",5,80,0,"1"
"Nitmiluk","39","T3","14",0,60,0,"1"
"Nitmiluk","39","T3","15",0,80,5,"1"
"Nitmiluk","39","T3","16",5,60,5,"1"
"Nitmiluk","39","T3","17",10,70,5,"1"
"Nitmiluk","39","T3","18",15,15,0,"1"
"Nitmiluk","39","T3","19",10,10,0,"1"
"Nitmiluk","39","T3","20",10,10,5,"1"
"Nitmiluk","39","T3","21",40,5,0,"0"
"Nitmiluk","39","T3","22",30,5,0,"0"
"Nitmiluk","39","T3","23",10,10,5,"0"
"Nitmiluk","39","T3","24",5,70,5,"0"
"Nitmiluk","39","T3","25",20,15,0,"1"
"Nitmiluk","39","T3","26",5,20,0,"1"
"Nitmiluk","39","T3","27",15,20,0,"1"
"Nitmiluk","39","T3","28",5,50,5,"1"
"Nitmiluk","39","T3","29",5,60,0,"1"
"Nitmiluk","39","T3","30",0,80,0,"1"
"Nitmiluk","39","T3","31",0,60,0,"1"
"Nitmiluk","39","T3","32",0,100,0,"1"
"Nitmiluk","39","T3","33",5,10,0,"1"
"Nitmiluk","39","T3","34",5,80,0,"1"
"Nitmiluk","39","T3","35",5,40,0,"1"
"Nitmiluk","39","T3","36",0,20,0,"1"
"Nitmiluk","39","T3","37",5,20,0,"1"
"Nitmiluk","39","T3","38",5,70,0,"1"
"Nitmiluk","39","T3","39",10,20,5,"1"
"Nitmiluk","39","T3","40",5,80,0,"1"
"Nitmiluk","39","T4","1",25,70,5,"1"
"Nitmiluk","39","T4","2",20,70,10,"1"
"Nitmiluk","39","T4","3",15,80,5,"1"
"Nitmiluk","39","T4","4",25,70,5,"1"
"Nitmiluk","39","T4","5",15,60,15,"1"
"Nitmiluk","39","T4","6",10,60,10,"1"
"Nitmiluk","39","T4","7",0,70,15,"1"
"Nitmiluk","39","T4","8",0,60,15,"1"
"Nitmiluk","39","T4","9",3,80,10,"1"
"Nitmiluk","39","T4","10",30,50,10,"1"
"Nitmiluk","39","T4","11",15,70,10,"1"
"Nitmiluk","39","T4","12",20,70,10,"1"
"Nitmiluk","39","T4","13",3,85,10,"1"
"Nitmiluk","39","T4","14",0,85,15,"1"
"Nitmiluk","39","T4","15",0,90,10,"1"
"Nitmiluk","39","T4","16",10,85,5,"1"
"Nitmiluk","39","T4","17",30,50,20,"1"
"Nitmiluk","39","T4","18",20,75,5,"1"
"Nitmiluk","39","T4","19",20,60,10,"1"
"Nitmiluk","39","T4","20",30,60,10,"1"
"Nitmiluk","39","T4","21",40,40,10,"0"
"Nitmiluk","39","T4","22",10,85,5,"1"
"Nitmiluk","39","T4","23",5,70,20,"0"
"Nitmiluk","39","T4","24",15,50,20,"0"
"Nitmiluk","39","T4","25",25,60,10,"0"
"Nitmiluk","39","T4","26",15,40,10,"0"
"Nitmiluk","39","T4","27",15,70,5,"1"
"Nitmiluk","39","T4","28",5,80,15,"1"
"Nitmiluk","39","T4","29",5,80,5,"1"
"Nitmiluk","39","T4","30",0,85,5,"1"
"Nitmiluk","39","T4","31",3,70,10,"1"
"Nitmiluk","39","T4","32",0,75,15,"1"
"Nitmiluk","39","T4","33",30,25,15,"1"
"Nitmiluk","39","T4","34",30,50,5,"1"
"Nitmiluk","39","T4","35",30,50,5,"1"
"Nitmiluk","39","T4","36",15,30,20,"1"
"Nitmiluk","39","T4","37",10,30,10,"1"
"Nitmiluk","39","T4","38",15,25,25,"1"
"Nitmiluk","39","T4","39",25,25,30,"1"
"Nitmiluk","39","T4","40",15,25,20,"1"
"Nitmiluk","39","T5","1",30,70,0,"1"
"Nitmiluk","39","T5","2",25,75,0,"1"
"Nitmiluk","39","T5","3",10,90,0,"1"
"Nitmiluk","39","T5","4",15,60,10,"1"
"Nitmiluk","39","T5","5",20,75,5,"1"
"Nitmiluk","39","T5","6",15,80,5,"1"
"Nitmiluk","39","T5","7",5,80,10,"1"
"Nitmiluk","39","T5","8",1,60,5,"1"
"Nitmiluk","39","T5","9",2,90,10,"1"
"Nitmiluk","39","T5","10",22,60,10,"1"
"Nitmiluk","39","T5","11",15,80,5,"1"
"Nitmiluk","39","T5","12",28,70,5,"1"
"Nitmiluk","39","T5","13",1,85,10,"1"
"Nitmiluk","39","T5","14",0,90,5,"1"
"Nitmiluk","39","T5","15",10,80,10,"1"
"Nitmiluk","39","T5","16",10,80,10,"1"
"Nitmiluk","39","T5","17",30,65,5,"1"
"Nitmiluk","39","T5","18",20,75,5,"1"
"Nitmiluk","39","T5","19",30,60,0,"1"
"Nitmiluk","39","T5","20",35,60,5,"1"
"Nitmiluk","39","T5","21",45,50,5,"1"
"Nitmiluk","39","T5","22",10,75,5,"1"
"Nitmiluk","39","T5","23",15,80,5,"1"
"Nitmiluk","39","T5","24",15,60,5,"1"
"Nitmiluk","39","T5","25",25,60,5,"1"
"Nitmiluk","39","T5","26",16,40,0,"1"
"Nitmiluk","39","T5","27",20,70,0,"1"
"Nitmiluk","39","T5","28",0,30,20,"1"
"Nitmiluk","39","T5","29",10,80,0,"1"
"Nitmiluk","39","T5","30",0,60,5,"1"
"Nitmiluk","39","T5","31",15,50,10,"1"
"Nitmiluk","39","T5","32",0,60,5,"1"
"Nitmiluk","39","T5","33",30,20,5,"1"
"Nitmiluk","39","T5","34",25,NA,NA,"1"
"Nitmiluk","39","T5","35",55,45,0,"1"
"Nitmiluk","39","T5","36",25,40,0,"1"
"Nitmiluk","39","T5","37",25,40,5,"1"
"Nitmiluk","39","T5","38",10,35,5,"1"
"Nitmiluk","39","T5","39",25,25,15,"1"
"Nitmiluk","39","T5","40",25,25,0,"1"
"Nitmiluk","40","T1","1",60,1,0,"0"
"Nitmiluk","40","T1","2",60,1,0,"0"
"Nitmiluk","40","T1","3",35,1,0,"0"
"Nitmiluk","40","T1","4",70,1,0,"0"
"Nitmiluk","40","T1","5",80,1,0,"1"
"Nitmiluk","40","T1","6",60,1,0,"1"
"Nitmiluk","40","T1","7",30,1,0,"0"
"Nitmiluk","40","T1","8",30,1,0,"0"
"Nitmiluk","40","T1","9",20,1,0,"0"
"Nitmiluk","40","T1","10",80,1,0,"0"
"Nitmiluk","40","T1","11",70,1,0,"0"
"Nitmiluk","40","T1","12",55,1,0,"0"
"Nitmiluk","40","T1","13",15,1,0,"0"
"Nitmiluk","40","T1","14",50,5,0,"0"
"Nitmiluk","40","T1","15",30,1,0,"1"
"Nitmiluk","40","T1","16",15,1,0,"0"
"Nitmiluk","40","T1","17",45,1,0,"0"
"Nitmiluk","40","T1","18",25,1,10,"0"
"Nitmiluk","40","T1","19",60,1,0,"0"
"Nitmiluk","40","T1","20",45,1,0,"0"
"Nitmiluk","40","T1","21",60,1,0,"0"
"Nitmiluk","40","T1","22",70,1,0,"0"
"Nitmiluk","40","T1","23",60,1,0,"0"
"Nitmiluk","40","T1","24",10,1,0,"1"
"Nitmiluk","40","T1","25",15,1,0,"0"
"Nitmiluk","40","T1","26",50,5,0,"0"
"Nitmiluk","40","T1","27",15,1,0,"1"
"Nitmiluk","40","T1","28",70,1,0,"0"
"Nitmiluk","40","T1","29",80,1,0,"0"
"Nitmiluk","40","T1","30",70,1,0,"0"
"Nitmiluk","40","T1","31",60,1,0,"0"
"Nitmiluk","40","T1","32",70,1,0,"0"
"Nitmiluk","40","T1","33",80,1,0,"0"
"Nitmiluk","40","T1","34",70,1,0,"0"
"Nitmiluk","40","T1","35",60,1,0,"0"
"Nitmiluk","40","T1","36",70,1,0,"0"
"Nitmiluk","40","T1","37",90,5,0,"0"
"Nitmiluk","40","T1","38",70,1,0,"0"
"Nitmiluk","40","T1","39",70,1,0,"0"
"Nitmiluk","40","T1","40",60,1,0,"0"
"Nitmiluk","40","T2","1",80,0,0,"0"
"Nitmiluk","40","T2","2",80,0,0,"0"
"Nitmiluk","40","T2","3",70,0,0,"0"
"Nitmiluk","40","T2","4",80,0,0,"0"
"Nitmiluk","40","T2","5",90,5,0,"0"
"Nitmiluk","40","T2","6",80,5,0,"1"
"Nitmiluk","40","T2","7",95,0,0,"0"
"Nitmiluk","40","T2","8",70,0,0,"0"
"Nitmiluk","40","T2","9",75,0,0,"0"
"Nitmiluk","40","T2","10",80,5,0,"0"
"Nitmiluk","40","T2","11",90,5,0,"0"
"Nitmiluk","40","T2","12",60,0,0,"0"
"Nitmiluk","40","T2","13",80,5,0,"0"
"Nitmiluk","40","T2","14",95,20,0,"0"
"Nitmiluk","40","T2","15",90,0,0,"0"
"Nitmiluk","40","T2","16",75,5,0,"0"
"Nitmiluk","40","T2","17",60,0,0,"0"
"Nitmiluk","40","T2","18",50,0,0,"0"
"Nitmiluk","40","T2","19",80,0,0,"0"
"Nitmiluk","40","T2","20",95,0,0,"0"
