"id","visit_code","veg_species","structural_layer","comments"
"19079","012-7-14-1","Lepidosperma forsythii","Understorey",""
"19080","012-7-14-1","Lambertia formosa","Understorey",""
"19081","012-7-14-1","Hakea teretifolia","Understorey",""
"19082","012-7-14-1","Gahnia sp.","Understorey",""
"19083","012-7-14-1","Epacris microphylla var. microphylla","Understorey",""
"19084","012-7-14-1","Dillwynia floribunda var. floribunda","Understorey",""
"19085","012-7-14-1","Darwinia leptantha","Understorey",""
"19086","012-7-14-1","Bauera rubioides","Understorey",""
"19087","012-7-14-1","Banksia ericifolia","Understorey",""
"19088","012-7-14-1","Acacia suaveolens","Understorey",""
"19089","012-7-14-1","Sprengelia incarnata","Understorey",""
"19090","012-7-14-1","Epacris obtusifolia","Understorey",""
"19091","012-7-14-1","Hybanthus vernonii subsp. vernonii","Understorey",""
"19092","012-7-14-1","Empodisma minus","Understorey",""
"19093","012-7-14-1","Dampiera stricta","Understorey",""
"19094","012-7-14-1","Hibbertia riparia","Understorey",""
"19095","012-7-14-1","Eurychorda complanata","Understorey",""
"19096","012-7-14-1","Lepyrodia scariosa","Understorey",""
"19097","012-7-14-1","Comesperma ericinum","Understorey",""
"19098","012-7-14-1","Actinotus minor","Understorey",""
"19099","012-7-14-1","Mitrasacme polymorpha","Understorey",""
"19100","012-7-14-1","Leucopogon esquamatus","Understorey",""
"19101","012-7-14-1","Baumea acuta","Understorey",""
"19102","012-7-14-1","Leptospermum polygalifolium","Understorey",""
"19103","012-7-14-1","Kunzea capitata","Understorey",""
"19104","012-7-14-1","Lepidosperma filiforme","Understorey",""
"19105","012-7-14-1","Goodenia sp.","Understorey",""
"19106","012-7-14-2","Allocasuarina distyla","Mid Storey",""
"19107","012-7-14-2","Banksia ericifolia","Mid Storey",""
"19108","012-7-14-2","Xanthorrhoea resinifera","Understorey",""
"19109","012-7-14-2","Mirbelia rubiifolia","Understorey",""
"19110","012-7-14-2","Leptospermum epacridoideum","Understorey",""
"19111","012-7-14-2","Leptospermum continentale","Understorey",""
"19112","012-7-14-2","Lepidosperma forsythii","Understorey",""
"19113","012-7-14-2","Lambertia formosa","Understorey",""
"19114","012-7-14-2","Hakea teretifolia","Understorey",""
"19115","012-7-14-2","Epacris microphylla var. microphylla","Understorey",""
"19116","012-7-14-2","Darwinia leptantha","Understorey",""
"19117","012-7-14-2","Bauera rubioides","Understorey",""
"19118","012-7-14-2","Banksia ericifolia","Understorey",""
"19119","012-7-14-2","Allocasuarina distyla","Understorey",""
"19120","012-7-14-2","Acacia suaveolens","Understorey",""
"19121","012-7-14-2","Sprengelia incarnata","Understorey",""
"19122","012-7-14-2","Lepidosperma filiforme","Understorey",""
"19123","012-7-14-2","Epacris obtusifolia","Understorey",""
"19124","012-7-14-2","Leptocarpus tenax","Understorey",""
"19125","012-7-14-2","Actinotus minor","Understorey",""
"19126","012-7-14-2","Isopogon anemonifolius","Understorey",""
"19127","012-7-14-2","Dillwynia floribunda var. floribunda","Understorey",""
"19128","012-7-14-2","Lepyrodia scariosa","Understorey",""
"19129","012-7-14-2","Dampiera stricta","Understorey",""
"19130","012-7-14-2","Hibbertia riparia","Understorey",""
"19131","012-7-14-2","Leucopogon esquamatus","Understorey",""
"19132","012-7-14-2","Empodisma minus","Understorey",""
"19133","012-7-14-2","Xanthosia tridentata","Understorey",""
"19134","012-7-14-2","Persoonia linearis","Understorey",""
"19135","012-7-14-2","Cassytha glabella","Understorey",""
"19136","012-7-14-2","Xanthosia pilosa","Understorey",""
"19137","012-7-14-2","Kunzea capitata","Understorey",""
"19138","012-7-14-2","Mitrasacme polymorpha","Understorey",""
"19139","012-7-2-1","Xanthorrhoea resinifera","Understorey",""
"19140","012-7-2-1","Viminaria juncea","Understorey",""
"19141","012-7-2-1","Sprengelia incarnata","Understorey",""
"19142","012-7-2-1","Petrophile pulchella","Understorey",""
"19143","012-7-2-1","Mirbelia rubiifolia","Understorey",""
"19144","012-7-2-1","Melaleuca sieberi","Understorey",""
"19145","012-7-2-1","Isopogon anemonifolius","Understorey",""
"19146","012-7-2-1","Hakea teretifolia","Understorey",""
"19147","012-7-2-1","Epacris microphylla var. microphylla","Understorey",""
"19148","012-7-2-1","Darwinia leptantha","Understorey",""
"19149","012-7-2-1","Corymbia gummifera","Understorey",""
"19150","012-7-2-1","Boronia pinnata","Understorey",""
"19151","012-7-2-1","Banksia paludosa","Understorey",""
"19152","012-7-2-1","Banksia ericifolia","Understorey",""
"19153","012-7-2-1","Baeckea imbricata","Understorey",""
"19154","012-7-2-1","Actinotus minor","Understorey",""
"19155","012-7-2-1","Acacia suaveolens","Understorey",""
"19156","012-7-2-1","Boronia barkeriana","Understorey",""
"19157","012-7-2-1","Kunzea capitata","Understorey",""
"19158","012-7-2-1","Burchardia umbellata","Understorey",""
"19159","012-7-2-1","Thysanotus juncifolius","Understorey",""
"19160","012-7-2-1","Eurychorda complanata","Understorey",""
"19161","012-7-2-1","Petrophile sessilis","Understorey",""
"19162","012-7-2-1","Leptocarpus tenax","Understorey",""
"19163","012-7-2-1","Allocasuarina distyla","Understorey",""
"19164","012-7-2-1","Lepidosperma filiforme","Understorey",""
"19165","012-7-2-1","Lambertia formosa","Understorey",""
"19166","012-7-2-1","Hibbertia riparia","Understorey",""
"19167","012-7-2-1","Epacris obtusifolia","Understorey",""
"19168","012-7-2-1","Comesperma ericinum","Understorey",""
"19169","012-7-2-1","Leptospermum epacridoideum","Understorey",""
"19170","012-7-2-1","Dillwynia retorta","Understorey",""
"19171","012-7-2-1","Sphaerolobium vimineum","Understorey",""
"19172","012-7-2-1","Caustis recurvata","Understorey",""
"19173","012-7-2-1","Empodisma minus","Understorey",""
"19174","012-7-2-1","Eriostemon buxifolius subsp. buxifolius","Understorey",""
"19175","012-7-2-1","Leucopogon microphyllus","Understorey",""
"19176","012-7-2-1","Conospermum ericifolium","Understorey",""
"19177","012-7-2-1","Bauera rubioides","Understorey",""
"19178","012-7-2-1","Unidentified seedling","Understorey","unidentified crowea sp."
"19179","012-7-2-2","Eucalyptus burgessiana","Mid Storey",""
"19180","012-7-2-2","Xanthorrhoea resinifera","Understorey",""
"19181","012-7-2-2","Viminaria juncea","Understorey",""
"19182","012-7-2-2","Sprengelia incarnata","Understorey",""
"19183","012-7-2-2","Petrophile pulchella","Understorey",""
"19184","012-7-2-2","Mirbelia rubiifolia","Understorey",""
"19185","012-7-2-2","Isopogon anemonifolius","Understorey",""
"19186","012-7-2-2","Hakea teretifolia","Understorey",""
"19187","012-7-2-2","Eucalyptus burgessiana","Understorey",""
"19188","012-7-2-2","Epacris microphylla var. microphylla","Understorey",""
"19189","012-7-2-2","Darwinia leptantha","Understorey",""
"19190","012-7-2-2","Boronia pinnata","Understorey",""
"19191","012-7-2-2","Banksia paludosa","Understorey",""
"19192","012-7-2-2","Banksia ericifolia","Understorey",""
"19193","012-7-2-2","Baeckea imbricata","Understorey",""
"19194","012-7-2-2","Actinotus minor","Understorey",""
"19195","012-7-2-2","Leucopogon esquamatus","Understorey",""
"19196","012-7-2-2","Allocasuarina distyla","Understorey",""
"19197","012-7-2-2","Hibbertia riparia","Understorey",""
"19198","012-7-2-2","Thysanotus juncifolius","Understorey",""
"19199","012-7-2-2","Burchardia umbellata","Understorey",""
"19200","012-7-2-2","Lepidosperma filiforme","Understorey",""
"19201","012-7-2-2","Boronia barkeriana","Understorey",""
"19202","012-7-2-2","Eriostemon buxifolius subsp. buxifolius","Understorey",""
"19203","012-7-2-2","Leptospermum epacridoideum","Understorey",""
"19204","012-7-2-2","Leptocarpus tenax","Understorey",""
"19205","012-7-2-2","Dillwynia retorta","Understorey",""
"19206","012-7-2-2","Kunzea capitata","Understorey",""
"19207","012-7-2-2","Dampiera stricta","Understorey",""
"19208","012-7-2-2","Leucopogon microphyllus","Understorey",""
"19209","012-7-2-2","Persoonia levis","Understorey",""
"19210","012-7-2-2","Eurychorda complanata","Understorey",""
"19211","012-7-2-2","Brachyloma daphnoides","Understorey",""
"19212","012-7-2-2","Epacris obtusifolia","Understorey",""
"19213","012-7-2-2","Empodisma minus","Understorey",""
"19214","012-7-2-2","Sphaerolobium vimineum","Understorey",""
"19215","012-7-20-1","Eucalyptus sclerophylla","Mid Storey",""
"19216","012-7-20-1","Xanthorrhoea resinifera","Understorey",""
"19217","012-7-20-1","Viminaria juncea","Understorey",""
"19218","012-7-20-1","Sprengelia incarnata","Understorey",""
"19220","012-7-20-1","Orchid sp.","Understorey",""
"19221","012-7-20-1","Lomandra glauca","Understorey",""
"19222","012-7-20-1","Leucopogon esquamatus","Understorey",""
"19223","012-7-20-1","Leptospermum epacridoideum","Understorey",""
"19224","012-7-20-1","Lepidosperma forsythii","Understorey",""
"19225","012-7-20-1","Eucalyptus sclerophylla","Understorey",""
"19226","012-7-20-1","Epacris microphylla var. microphylla","Understorey",""
"19227","012-7-20-1","Darwinia camptostylis","Understorey",""
"19228","012-7-20-1","Bauera rubioides","Understorey",""
"19229","012-7-20-1","Banksia ericifolia","Understorey",""
"19230","012-7-20-1","Actinotus minor","Understorey",""
"19231","012-7-20-1","Eurychorda complanata","Understorey",""
"19232","012-7-20-1","Acacia suaveolens","Understorey",""
"19233","012-7-20-1","Drosera peltata","Understorey",""
"19234","012-7-20-1","Leptomeria acida","Understorey",""
"19235","012-7-20-1","Leptocarpus tenax","Understorey",""
"19236","012-7-20-1","Pterostylis sp.","Understorey","on rocks (photo) finished flowering"
"19237","012-7-20-2","Xanthorrhoea resinifera","Understorey",""
"19238","012-7-20-2","Sprengelia incarnata","Understorey",""
"19239","012-7-20-2","Leptospermum epacridoideum","Understorey",""
"19240","012-7-20-2","Lepidosperma forsythii","Understorey",""
"19241","012-7-20-2","Hakea teretifolia","Understorey",""
"19242","012-7-20-2","Epacris microphylla var. microphylla","Understorey",""
"19243","012-7-20-2","Darwinia camptostylis","Understorey",""
"19244","012-7-20-2","Banksia ericifolia","Understorey",""
"19245","012-7-20-2","Mirbelia rubiifolia","Understorey",""
"19246","012-7-20-2","Epacris obtusifolia","Understorey",""
"19247","012-7-20-2","Entolasia marginata","Understorey",""
"19248","012-7-20-2","Callistemon citrinus","Understorey",""
"19249","012-7-20-2","Leucopogon esquamatus","Understorey",""
"19250","012-7-20-2","Drosera peltata","Understorey",""
"19251","012-7-20-2","Actinotus minor","Understorey",""
"19252","012-7-3-1","Leptospermum rotundifolium","Mid Storey",""
"19253","012-7-3-1","Xanthorrhoea resinifera","Understorey",""
"19254","012-7-3-1","Sprengelia incarnata","Understorey",""
"19255","012-7-3-1","Petrophile sessilis","Understorey",""
"19256","012-7-3-1","Isopogon anemonifolius","Understorey",""
"19257","012-7-3-1","Hakea teretifolia","Understorey",""
"19258","012-7-3-1","Darwinia leptantha","Understorey",""
"19259","012-7-3-1","Baumea acuta","Understorey",""
"19260","012-7-3-1","Banksia paludosa","Understorey",""
"19261","012-7-3-1","Banksia ericifolia","Understorey",""
"19263","012-7-3-1","Mirbelia rubiifolia","Understorey",""
"19264","012-7-3-1","Leptocarpus tenax","Understorey",""
"19265","012-7-3-1","Leptospermum rotundifolium","Understorey",""
"19266","012-7-3-1","Lambertia formosa","Understorey",""
"19267","012-7-3-1","Lepyrodia scariosa","Understorey",""
"19268","012-7-3-1","Allocasuarina distyla","Understorey",""
"19269","012-7-3-1","Entolasia marginata","Understorey",""
"19270","012-7-3-1","Burchardia umbellata","Understorey",""
"19271","012-7-3-1","Bauera rubioides","Understorey",""
"19272","012-7-3-1","Persoonia mollis subsp. caleyi","Understorey",""
"19273","012-7-3-1","Boronia barkeriana","Understorey",""
"19274","012-7-3-1","Epacris obtusifolia","Understorey",""
"19275","012-7-3-1","Dillwynia retorta","Understorey",""
"19276","012-7-3-1","Hibbertia riparia","Understorey",""
"19277","012-7-3-1","Lepidosperma filiforme","Understorey",""
"19278","012-7-3-1","Empodisma minus","Understorey",""
"19279","012-7-3-1","Hibbertia fasciculata","Understorey",""
"19280","012-7-3-2","Hakea teretifolia","Mid Storey",""
"19281","012-7-3-2","Melaleuca squarrosa","Mid Storey",""
"19282","012-7-3-2","Darwinia leptantha","Mid Storey",""
"19283","012-7-3-2","Xanthorrhoea resinifera","Understorey",""
"19284","012-7-3-2","Sprengelia incarnata","Understorey",""
"19285","012-7-3-2","Melaleuca squarrosa","Understorey",""
"19286","012-7-3-2","Hakea teretifolia","Understorey",""
"19287","012-7-3-2","Entolasia marginata","Understorey",""
"19288","012-7-3-2","Darwinia leptantha","Understorey",""
"19289","012-7-3-2","Banksia ericifolia","Understorey",""
"19290","012-7-3-2","Leptospermum juniperinum","Understorey",""
"19291","012-7-3-2","Leptospermum polygalifolium","Understorey",""
"19292","012-7-3-2","Empodisma minus","Understorey",""
"19293","012-7-3-2","Melaleuca thymifolia","Understorey",""
"19294","012-7-3-2","Leptospermum rotundifolium","Understorey",""
"19295","012-7-3-2","Hypolaena fastigiata","Understorey",""
"19296","012-7-3-2","Dillwynia retorta","Understorey",""
"19297","012-7-3-2","Boronia barkeriana","Understorey",""
"19298","012-7-3-2","Leptocarpus tenax","Understorey",""
"19299","012-7-3-2","Hibbertia riparia","Understorey",""
"19300","012-7-44-1","Banksia ericifolia","Mid Storey",""
"19301","012-7-44-1","Leptospermum continentale","Mid Storey",""
"19302","012-7-44-1","Boronia barkeriana","Mid Storey",""
"19303","012-7-44-1","Leptospermum squarrosum","Mid Storey",""
"19304","012-7-44-1","Hakea teretifolia","Mid Storey",""
"19305","012-7-44-1","Xanthorrhoea resinifera","Understorey",""
"19306","012-7-44-1","Sprengelia incarnata","Understorey",""
"19307","012-7-44-1","Leptospermum juniperinum","Understorey",""
"19308","012-7-44-1","Leptospermum continentale","Understorey",""
"19309","012-7-44-1","Lepidosperma forsythii","Understorey",""
"19310","012-7-44-1","Hakea teretifolia","Understorey",""
"19311","012-7-44-1","Gymnoschoenus sphaerocephalus","Understorey",""
"19312","012-7-44-1","Gleichenia dicarpa","Understorey",""
"19313","012-7-44-1","Dillwynia floribunda var. floribunda","Understorey",""
"19314","012-7-44-1","Darwinia leptantha","Understorey",""
"19315","012-7-44-1","Banksia ericifolia","Understorey",""
"19316","012-7-44-1","Empodisma minus","Understorey",""
"19317","012-7-44-1","Melaleuca squarrosa","Understorey",""
"19318","012-7-44-1","Baumea rubiginosa","Understorey",""
"19319","012-7-44-1","Sphaerolobium vimineum","Understorey",""
"19320","012-7-44-1","Drosera binata","Understorey",""
"19321","012-7-44-1","Leptospermum squarrosum","Understorey",""
"19322","012-7-44-1","Epacris obtusifolia","Understorey",""
"19323","012-7-44-1","Xyris operculata","Understorey",""
"19324","012-7-44-1","Burchardia umbellata","Understorey",""
"19325","012-7-44-1","Mirbelia rubiifolia","Understorey",""
"19326","012-7-44-1","Bauera rubioides","Understorey",""
"19327","012-7-44-1","Leptocarpus tenax","Understorey",""
"19328","012-7-44-1","Petrophile sessilis","Understorey",""
"19329","012-7-44-1","Melaleuca capitata","Understorey",""
"19330","012-7-44-2","Xanthorrhoea resinifera","Understorey",""
"19331","012-7-44-2","Sprengelia incarnata","Understorey",""
"19332","012-7-44-2","Petrophile sessilis","Understorey",""
"19333","012-7-44-2","Melaleuca thymifolia","Understorey",""
"19334","012-7-44-2","Leptospermum epacridoideum","Understorey",""
"19335","012-7-44-2","Leptospermum continentale","Understorey",""
"19336","012-7-44-2","Lepidosperma forsythii","Understorey",""
"19337","012-7-44-2","Hakea teretifolia","Understorey",""
"19338","012-7-44-2","Gymnoschoenus sphaerocephalus","Understorey",""
"19339","012-7-44-2","Epacris microphylla var. microphylla","Understorey",""
"19340","012-7-44-2","Darwinia leptantha","Understorey",""
"19341","012-7-44-2","Bauera rubioides","Understorey",""
"19342","012-7-44-2","Banksia ericifolia","Understorey",""
"19343","012-7-44-2","Allocasuarina distyla","Understorey",""
"19344","012-7-44-2","Actinotus minor","Understorey",""
"19345","012-7-44-2","Epacris obtusifolia","Understorey",""
"19346","012-7-44-2","Viminaria juncea","Understorey",""
"19348","012-7-44-2","Banksia paludosa","Understorey",""
"19349","012-7-44-2","Leptocarpus tenax","Understorey",""
"19350","012-7-44-2","Hibbertia riparia","Understorey",""
"19351","012-7-44-2","Isopogon anemonifolius","Understorey",""
"19352","012-7-44-2","Conospermum ericifolium","Understorey",""
"19353","012-7-44-2","Lepidosperma filiforme","Understorey",""
"19354","012-7-44-2","Utricularia uniflora","Understorey",""
"19355","012-7-44-2","Boronia barkeriana","Understorey",""
"19356","012-7-44-2","Dillwynia floribunda var. floribunda","Understorey",""
"19357","012-7-44-2","Chordifex fastigiatus","Understorey",""
"19358","012-7-44B-1","Xanthorrhoea resinifera","Understorey",""
"19359","012-7-44B-1","Sprengelia incarnata","Understorey",""
"19360","012-7-44B-1","Mirbelia rubiifolia","Understorey",""
"19361","012-7-44B-1","Leptospermum epacridoideum","Understorey",""
"19362","012-7-44B-1","Lepidosperma forsythii","Understorey",""
"19363","012-7-44B-1","Lambertia formosa","Understorey",""
"19364","012-7-44B-1","Hakea teretifolia","Understorey",""
"19365","012-7-44B-1","Gleichenia dicarpa","Understorey",""
"19366","012-7-44B-1","Epacris microphylla var. microphylla","Understorey",""
"19367","012-7-44B-1","Darwinia leptantha","Understorey",""
"19368","012-7-44B-1","Baumea acuta","Understorey",""
"19369","012-7-44B-1","Bauera rubioides","Understorey",""
"19370","012-7-44B-1","Banksia paludosa","Understorey",""
"19371","012-7-44B-1","Banksia ericifolia","Understorey",""
"19372","012-7-44B-1","Allocasuarina distyla","Understorey",""
"19373","012-7-44B-1","Actinotus minor","Understorey",""
"19374","012-7-44B-1","Mitrasacme polymorpha","Understorey",""
"19375","012-7-44B-1","Lepidosperma filiforme","Understorey",""
"19376","012-7-44B-1","Hibbertia riparia","Understorey",""
"19377","012-7-44B-1","Isopogon anemonifolius","Understorey",""
"19378","012-7-44B-1","Sphaerolobium vimineum","Understorey",""
"19379","012-7-44B-1","Epacris obtusifolia","Understorey",""
"19380","012-7-44B-1","Hakea dactyloides","Understorey",""
"19381","012-7-44B-1","Petrophile sessilis","Understorey",""
"19382","012-7-44B-1","Empodisma minus","Understorey",""
"19383","012-7-44B-1","Comesperma ericinum","Understorey",""
"19384","012-7-44B-1","Styphelia triflora","Understorey",""
"19385","012-7-44B-1","Boronia pinnata","Understorey",""
"19386","012-7-44B-1","Leptospermum rotundifolium","Understorey",""
"19387","012-7-44B-1","Boronia barkeriana","Understorey",""
"19388","012-7-44B-1","Dillwynia floribunda var. floribunda","Understorey",""
"19390","012-7-44B-1","Leptocarpus tenax","Understorey",""
"19391","012-7-44B-1","Persoonia linearis","Understorey",""
"19392","012-7-44B-1","Leptomeria acida","Understorey",""
"19394","012-7-44B-2","Xanthorrhoea resinifera","Understorey",""
"19395","012-7-44B-2","Telopea speciosissima","Understorey",""
"19396","012-7-44B-2","Sprengelia incarnata","Understorey",""
"19397","012-7-44B-2","Petrophile sessilis","Understorey",""
"19398","012-7-44B-2","Melaleuca thymifolia","Understorey",""
"19399","012-7-44B-2","Leptospermum polygalifolium","Understorey",""
"19401","012-7-44B-2","Lepidosperma forsythii","Understorey",""
"19402","012-7-44B-2","Lambertia formosa","Understorey",""
"19403","012-7-44B-2","Isopogon anemonifolius","Understorey",""
"19404","012-7-44B-2","Hakea teretifolia","Understorey",""
"19405","012-7-44B-2","Hakea dactyloides","Understorey",""
"19406","012-7-44B-2","Gleichenia dicarpa","Understorey",""
"19407","012-7-44B-2","Epacris microphylla var. microphylla","Understorey",""
"19408","012-7-44B-2","Darwinia leptantha","Understorey",""
"19409","012-7-44B-2","Corymbia gummifera","Understorey",""
"19410","012-7-44B-2","Bauera rubioides","Understorey",""
"19411","012-7-44B-2","Banksia paludosa","Understorey",""
"19412","012-7-44B-2","Banksia ericifolia","Understorey",""
"19413","012-7-44B-2","Allocasuarina distyla","Understorey",""
"19414","012-7-44B-2","Actinotus minor","Understorey",""
"19415","012-7-44B-2","Leptocarpus tenax","Understorey",""
"19416","012-7-44B-2","Epacris obtusifolia","Understorey",""
"19417","012-7-44B-2","Mitrasacme polymorpha","Understorey",""
"19418","012-7-44B-2","Burchardia umbellata","Understorey",""
"19419","012-7-44B-2","Drosera spathulata","Understorey",""
"19420","012-7-44B-2","Styphelia triflora","Understorey",""
"19421","012-7-44B-2","Dillwynia floribunda var. floribunda","Understorey",""
"19422","012-7-44B-2","Pultenaea rosmarinifolia","Understorey",""
"19423","012-7-44B-2","Boronia barkeriana","Understorey",""
"19424","012-7-44B-2","Comesperma ericinum","Understorey",""
"19425","012-7-44B-2","Leptospermum rotundifolium","Understorey",""
"19426","012-7-44B-2","Mirbelia rubiifolia","Understorey",""
"19427","012-7-44B-2","Leptospermum epacridoideum","Understorey",""
"19428","012-7-45-1","Allocasuarina distyla","Mid Storey",""
"19429","012-7-45-1","Hakea teretifolia","Mid Storey",""
"19430","012-7-45-1","Banksia ericifolia","Mid Storey",""
"19431","012-7-45-1","Scaevola ramosissima","Understorey",""
"19432","012-7-45-1","Lepidosperma forsythii","Understorey",""
"19433","012-7-45-1","Lepidosperma concavum","Understorey",""
"19434","012-7-45-1","Hakea teretifolia","Understorey",""
"19435","012-7-45-1","Epacris microphylla var. microphylla","Understorey",""
"19436","012-7-45-1","Darwinia leptantha","Understorey",""
"19437","012-7-45-1","Bauera rubioides","Understorey",""
"19438","012-7-45-1","Banksia ericifolia","Understorey",""
"19439","012-7-45-1","Allocasuarina distyla","Understorey",""
"19440","012-7-45-1","Actinotus minor","Understorey",""
"19441","012-7-45-1","Xanthosia tridentata","Understorey",""
"19442","012-7-45-1","Patersonia fragilis","Understorey",""
"19443","012-7-45-1","Dampiera stricta","Understorey",""
"19444","012-7-45-1","Mirbelia rubiifolia","Understorey",""
"19445","012-7-45-1","Lepyrodia scariosa","Understorey",""
"19446","012-7-45-1","Chordifex fastigiatus","Understorey",""
"19447","012-7-45-1","Leptospermum rotundifolium","Understorey",""
"19448","012-7-45-1","Kunzea capitata","Understorey",""
"19449","012-7-45-1","Burchardia umbellata","Understorey",""
"19450","012-7-45-1","Baumea acuta","Understorey",""
"19451","012-7-45-1","Hibbertia riparia","Understorey",""
"19452","012-7-45-1","Hibbertia linearis","Understorey",""
"19453","012-7-45-1","Melaleuca thymifolia","Understorey",""
"19454","012-7-45-1","Leucopogon esquamatus","Understorey",""
"19455","012-7-45-2","Allocasuarina distyla","Mid Storey",""
"19456","012-7-45-2","Banksia ericifolia","Mid Storey",""
"19457","012-7-45-2","Hakea teretifolia","Mid Storey",""
"19458","012-7-45-2","Leptospermum juniperinum","Mid Storey",""
"19459","012-7-45-2","Viminaria juncea","Mid Storey",""
"19460","012-7-45-2","Xanthorrhoea resinifera","Understorey",""
"19461","012-7-45-2","Viminaria juncea","Understorey",""
"19463","012-7-45-2","Melaleuca squarrosa","Understorey",""
"19464","012-7-45-2","Leptospermum continentale","Understorey",""
"19465","012-7-45-2","Lepidosperma forsythii","Understorey",""
"19466","012-7-45-2","Hakea teretifolia","Understorey",""
"19467","012-7-45-2","Epacris microphylla var. microphylla","Understorey",""
"19468","012-7-45-2","Darwinia leptantha","Understorey",""
"19469","012-7-45-2","Bauera rubioides","Understorey",""
"19470","012-7-45-2","Banksia ericifolia","Understorey",""
"19471","012-7-45-2","Allocasuarina distyla","Understorey",""
"19472","012-7-45-2","Actinotus minor","Understorey",""
"19473","012-7-45-2","Acacia suaveolens","Understorey",""
"19474","012-7-45-2","Chordifex fastigiatus","Understorey",""
"19475","012-7-45-2","Hibbertia riparia","Understorey",""
"19476","012-7-45-2","Leptospermum rotundifolium","Understorey",""
"19477","012-7-45-2","Leptospermum juniperinum","Understorey",""
"19478","012-7-45-2","Lepyrodia scariosa","Understorey",""
"19479","012-7-45-2","Melaleuca thymifolia","Understorey",""
"19480","012-7-45-2","Leptocarpus tenax","Understorey",""
"19481","012-7-45-2","Empodisma minus","Understorey",""
"19482","012-7-45-2","Leptospermum polygalifolium","Understorey",""
"19483","012-7-45-2","Leucopogon esquamatus","Understorey",""
"19484","012-7-45-2","Entolasia stricta","Understorey",""
"19485","012-7-45-2","Dillwynia retorta","Understorey",""
"19486","012-7-46-1","Xanthorrhoea resinifera","Understorey",""
"19487","012-7-46-1","Viminaria juncea","Understorey",""
"19488","012-7-46-1","Sprengelia incarnata","Understorey",""
"19490","012-7-46-1","Petrophile pulchella","Understorey",""
"19491","012-7-46-1","Persoonia linearis","Understorey",""
"19492","012-7-46-1","Leptospermum epacridoideum","Understorey",""
"19493","012-7-46-1","Lepidosperma forsythii","Understorey",""
"19494","012-7-46-1","Lambertia formosa","Understorey",""
"19495","012-7-46-1","Isopogon anethifolius","Understorey",""
"19496","012-7-46-1","Isopogon anemonifolius","Understorey",""
"19497","012-7-46-1","Hakea teretifolia","Understorey",""
"19498","012-7-46-1","Epacris obtusifolia","Understorey",""
"19499","012-7-46-1","Epacris microphylla var. microphylla","Understorey",""
"19500","012-7-46-1","Darwinia leptantha","Understorey",""
"19501","012-7-46-1","Bauera rubioides","Understorey",""
"19502","012-7-46-1","Banksia paludosa","Understorey",""
"19503","012-7-46-1","Banksia ericifolia","Understorey",""
"19504","012-7-46-1","Actinotus minor","Understorey",""
"19505","012-7-46-1","Chordifex fastigiatus","Understorey",""
"19506","012-7-46-1","Drosera peltata","Understorey",""
"19507","012-7-46-1","Persoonia levis","Understorey",""
"19508","012-7-46-1","Allocasuarina distyla","Understorey",""
"19509","012-7-46-1","Hakea dactyloides","Understorey",""
"19510","012-7-46-1","Leucopogon esquamatus","Understorey",""
"19511","012-7-46-2","Xanthorrhoea resinifera","Understorey",""
"19512","012-7-46-2","Viminaria juncea","Understorey",""
"19513","012-7-46-2","Sprengelia incarnata","Understorey",""
"19514","012-7-46-2","Chordifex fastigiatus","Understorey",""
"19515","012-7-46-2","Mirbelia rubiifolia","Understorey",""
"19516","012-7-46-2","Leptospermum epacridoideum","Understorey",""
"19517","012-7-46-2","Isopogon anemonifolius","Understorey",""
"19518","012-7-46-2","Hakea teretifolia","Understorey",""
"19519","012-7-46-2","Epacris microphylla var. microphylla","Understorey",""
"19520","012-7-46-2","Darwinia leptantha","Understorey",""
"19521","012-7-46-2","Bauera rubioides","Understorey",""
"19522","012-7-46-2","Banksia paludosa","Understorey",""
"19523","012-7-46-2","Banksia ericifolia","Understorey",""
"19524","012-7-46-2","Allocasuarina distyla","Understorey",""
"19525","012-7-46-2","Actinotus minor","Understorey",""
"19526","012-7-46-2","Drosera peltata","Understorey",""
"19527","012-7-46-2","Lomandra obliqua","Understorey",""
"19528","012-7-46-2","Lepidosperma forsythii","Understorey",""
"19529","012-7-46-2","Leucopogon esquamatus","Understorey",""
"19530","012-7-46-2","Petrophile sessilis","Understorey",""
"19531","012-7-46-2","Epacris obtusifolia","Understorey",""
"19532","012-7-46-2","Bossiaea ensata","Understorey",""
"19533","012-7-46-2","Acacia suaveolens","Understorey",""
"19534","012-7-46-2","Dillwynia sericea","Understorey",""
"19535","012-7-47-1","Leptospermum rotundifolium","Understorey",""
"19536","012-7-47-1","Lepidosperma concavum","Understorey",""
"19537","012-7-47-1","Hakea teretifolia","Understorey",""
"19538","012-7-47-1","Gonocarpus teucrioides","Understorey",""
"19539","012-7-47-1","Epacris microphylla var. microphylla","Understorey",""
"19540","012-7-47-1","Darwinia leptantha","Understorey",""
"19541","012-7-47-1","Baumea acuta","Understorey",""
"19542","012-7-47-1","Banksia ericifolia","Understorey",""
"19543","012-7-47-1","Allocasuarina distyla","Understorey",""
"19544","012-7-47-1","Lasiopetalum ferrugineum var. ferrugineum","Understorey",""
"19545","012-7-47-1","Leptospermum laevigatum","Understorey",""
"19546","012-7-47-1","Leucopogon ericoides","Understorey",""
"19547","012-7-47-1","Leptocarpus tenax","Understorey",""
