SQUARE,YEAR,SITE_ID,SURVEY_DATE,PLANT_NAME,PROPORTION,LC07,LC07_NUM,EZ_DESC_07,COUNTY07,COUNTRY
JCDUAM,CS2007,1,19-Sep-07,Vaucheria sp,1-2.5%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
JCDUAM,CS2007,1,19-Sep-07,Veronica beccabunga,2.5-5%,7s,25,Lowlands (Scotland),Dumfries & Galloway,SCO
XQPYLJ,CS2007,1,06-Aug-07,Agrostis stolonifera,0.1-1%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Caltha palustris,<0.1%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Dichodontium flavescens,0.1-1%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Fontinalis antipyretica,0.1-1%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Hygrohypnum luridum,<0.1%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Iris pseudacorus,<0.1%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Myosotis scorpioides,5-10%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Rhynchostegium riparioides,0.1-1%,18e,20,Uplands (England),Cumbria,ENG
XQPYLJ,CS2007,1,06-Aug-07,Veronica beccabunga,1-2.5%,18e,20,Uplands (England),Cumbria,ENG
SZZFDN,CS2007,1,07-Nov-07,Agrostis stolonifera,2.5-5%,22e,22,Uplands (England),Durham,ENG
SZZFDN,CS2007,1,07-Nov-07,Sphagnum sp,>75%,22e,22,Uplands (England),Durham,ENG
QQYDJR,CS2007,1,31-Oct-07,Agrostis stolonifera,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Callitriche sp,5-10%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Caltha palustris,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Eleogiton fluitans,1-2.5%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Myosotis scorpioides,0.1-1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Myriophyllum alterniflorum,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Phalaris arundinacea,25-50%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Potamogeton polygonifolius,2.5-5%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
QQYDJR,CS2007,1,31-Oct-07,Sparganium emersum,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Agrostis stolonifera,0.1-1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Alisma plantago-aquatica,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Calliergon cuspidatum,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Callitriche sp,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Caltha palustris,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Glyceria fluitans,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Pellia sp,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Ranunculus flammula,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
TSIBRE,CS2007,1,30-Aug-07,Sparganium erectum,<0.1%,13s,26,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2007,1,17-Sep-07,Agrostis stolonifera,5-10%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2007,1,17-Sep-07,Myosotis scorpioides,1-2.5%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2007,1,17-Sep-07,Myriophyllum alterniflorum,5-10%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2007,1,17-Sep-07,Rhynchostegium riparioides,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2007,1,17-Sep-07,Vaucheria sp,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
PKSLHM,CS2007,1,17-Sep-07,Veronica beccabunga,1-2.5%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
MNNPBO,CS2007,1,04-Sep-07,Agrostis stolonifera,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
MNNPBO,CS2007,1,04-Sep-07,Hygrohypnum ochraceum,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
MNNPBO,CS2007,1,04-Sep-07,Ranunculus flammula,<0.1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
MNNPBO,CS2007,1,04-Sep-07,Rhynchostegium riparioides,0.1-1%,27s,35,Lowlands (Scotland),Dumfries & Galloway,SCO
CEXQGA,CS2007,1,10-Sep-07,No species entered,>75%,25e,24,Easterly lowlands (England),Cumbria,ENG
YBYTMW,CS2007,1,13-Aug-07,Agrostis stolonifera,50-75%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2007,1,13-Aug-07,Fontinalis antipyretica,<0.1%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2007,1,13-Aug-07,Glyceria fluitans,10-25%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2007,1,13-Aug-07,Montia fontana,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2007,1,13-Aug-07,Potamogeton polygonifolius,10-25%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2007,1,13-Aug-07,Ranunculus flammula,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2007,1,13-Aug-07,Ranunculus omiophyllus,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
YBYTMW,CS2007,1,13-Aug-07,Veronica anagallis-aquatica,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
XTDXNP,CS2007,1,03-Aug-07,Cladophora (aggregate),5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
TWVNHH,CS2007,1,11-Sep-07,Equisetum fluviatile,<0.1%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
TWVNHH,CS2007,1,11-Sep-07,Scapania undulata,25-50%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
TWVNHH,CS2007,1,11-Sep-07,Sphagnum sp,<0.1%,26s,34,Lowlands (Scotland),South Ayrshire,SCO
SHKRQL,CS2007,1,07-Sep-07,Agrostis stolonifera,5-10%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
SHKRQL,CS2007,1,07-Sep-07,Callitriche sp,25-50%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
SHKRQL,CS2007,1,07-Sep-07,Phalaris arundinacea,>75%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
SHKRQL,CS2007,1,07-Sep-07,Sparganium emersum,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2007,1,30-Aug-07,Alopecurus geniculatus,<0.1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2007,1,30-Aug-07,Callitriche sp,50-75%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2007,1,30-Aug-07,Glyceria fluitans,0.1-1%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
AHIACC,CS2007,1,30-Aug-07,Vaucheria sp,5-10%,26s,34,Lowlands (Scotland),Dumfries & Galloway,SCO
WJHOZP,CS2007,1,25-Oct-07,Dicranella heteromalla,<0.1%,22e,22,Uplands (England),Northumberland,ENG
WJHOZP,CS2007,1,25-Oct-07,Juncus bulbosus,10-25%,22e,22,Uplands (England),Northumberland,ENG
WJHOZP,CS2007,1,25-Oct-07,Mnium hornum,<0.1%,22e,22,Uplands (England),Northumberland,ENG
WJHOZP,CS2007,1,25-Oct-07,Polytrichum commune,0.1-1%,22e,22,Uplands (England),Northumberland,ENG
WJHOZP,CS2007,1,25-Oct-07,Sphagnum sp,1-2.5%,22e,22,Uplands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Fontinalis antipyretica,<0.1%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Lemna minor,0.1-1%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Myosotis scorpioides,<0.1%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Phalaris arundinacea,10-25%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Potamogeton natans,<0.1%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Rorippa nasturtium-aquaticum,<0.1%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Schoenoplectus lacustris,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Sparganium emersum,<0.1%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Sparganium erectum,0.1-1%,16e,15,Westerly lowlands (England),Northumberland,ENG
UEVYHS,CS2007,1,04-Oct-07,Vaucheria sp,50-75%,16e,15,Westerly lowlands (England),Northumberland,ENG
OIXPSH,CS2007,1,16-Oct-07,Agrostis stolonifera,1-2.5%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2007,1,16-Oct-07,Callitriche sp,25-50%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2007,1,16-Oct-07,Glyceria fluitans,10-25%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2007,1,16-Oct-07,Myosotis scorpioides,5-10%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
OIXPSH,CS2007,1,16-Oct-07,Phalaris arundinacea,2.5-5%,7s,25,Lowlands (Scotland),South Ayrshire,SCO
UIGLFJ,CS2007,1,14-May-07,Fontinalis antipyretica,1-2.5%,22s,30,True uplands (Scotland),South Ayrshire,SCO
UIGLFJ,CS2007,1,14-May-07,Hygrohypnum ochraceum,2.5-5%,22s,30,True uplands (Scotland),South Ayrshire,SCO
UIGLFJ,CS2007,1,14-May-07,Racomitrium aciculare,0.1-1%,22s,30,True uplands (Scotland),South Ayrshire,SCO
UIGLFJ,CS2007,1,14-May-07,Scapania undulata,0.1-1%,22s,30,True uplands (Scotland),South Ayrshire,SCO
ZDMFRI,CS2007,1,17-Oct-07,Racomitrium aciculare,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
ZDMFRI,CS2007,1,17-Oct-07,Ranunculus flammula,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2007,1,29-Aug-07,Agrostis stolonifera,1-2.5%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2007,1,29-Aug-07,Crassula helmsii,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2007,1,29-Aug-07,Myosotis scorpioides,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2007,1,29-Aug-07,Pellia sp,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
DWPADG,CS2007,1,29-Aug-07,Rhynchostegium riparioides,5-10%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Agrostis stolonifera,5-10%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Brachythecium rivulare,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Cladophora (aggregate),1-2.5%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Cratoneuron filicinum,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Juncus bulbosus,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Marchantia polymorpha,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Myosotis scorpioides,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Phalaris arundinacea,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Stachys palustris,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
NZACAP,CS2007,1,20-Sep-07,Veronica beccabunga,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Agrostis stolonifera,1-2.5%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Brachythecium rivulare,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Bryum pseudotriquetrum,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Cratoneuron commutatum,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Hygrohypnum ochraceum,0.1-1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Philonotis fontana,0.1-1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Rhynchostegium riparioides,2.5-5%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Scapania undulata,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Vaucheria sp,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BVHYKF,CS2007,1,26-Oct-07,Viola palustris,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
OORRGP,CS2007,1,11-Sep-07,Sphagnum sp,50-75%,22s,30,True uplands (Scotland),Scottish Borders,SCO
AUMEYK,CS2007,1,12-Sep-07,Sphagnum sp,>75%,22e,22,Uplands (England),Northumberland,ENG
UYZJMJ,CS2007,1,02-Oct-07,Apium nodiflorum,1-2.5%,25e,24,Easterly lowlands (England),Northumberland,ENG
UYZJMJ,CS2007,1,02-Oct-07,Carex sp,50-75%,25e,24,Easterly lowlands (England),Northumberland,ENG
UYZJMJ,CS2007,1,02-Oct-07,Phalaris arundinacea,2.5-5%,25e,24,Easterly lowlands (England),Northumberland,ENG
UYZJMJ,CS2007,1,02-Oct-07,Veronica beccabunga,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2007,1,15-Aug-07,Agrostis stolonifera,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2007,1,15-Aug-07,Alopecurus geniculatus,2.5-5%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2007,1,15-Aug-07,Callitriche sp,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2007,1,15-Aug-07,Montia fontana,<0.1%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2007,1,15-Aug-07,Myosotis scorpioides,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2007,1,15-Aug-07,Rorippa nasturtium-aquaticum,10-25%,25e,24,Easterly lowlands (England),Northumberland,ENG
MJIHQZ,CS2007,1,15-Aug-07,Veronica beccabunga,2.5-5%,25e,24,Easterly lowlands (England),Northumberland,ENG
FITMPO,CS2007,1,22-Oct-07,No species entered,<0.1%,13s,26,Lowlands (Scotland),South Ayrshire,SCO
HZXYKQ,CS2007,1,04-Sep-07,Rhynchostegium riparioides,<0.1%,25s,33,Lowlands (Scotland),South Ayrshire,SCO
SXVOJP,CS2007,1,13-Sep-07,Callitriche sp,0.1-1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2007,1,13-Sep-07,Chiloscyphus polyanthos,1-2.5%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2007,1,13-Sep-07,Equisetum fluviatile,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2007,1,13-Sep-07,Fontinalis antipyretica,0.1-1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2007,1,13-Sep-07,Hygrohypnum ochraceum,0.1-1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2007,1,13-Sep-07,Ranunculus flammula,<0.1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
SXVOJP,CS2007,1,13-Sep-07,Rhynchostegium riparioides,0.1-1%,21s,29,True uplands (Scotland),East Ayrshire,SCO
ZWGBOD,CS2007,1,14-Aug-07,Fontinalis antipyretica,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
ZWGBOD,CS2007,1,14-Aug-07,Schistidium alpicola,0.1-1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
ZWGBOD,CS2007,1,14-Aug-07,Spirogyra sp,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
ZKXWRH,CS2007,1,29-May-07,Batrachospermum sp,0.1-1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2007,1,29-May-07,Dichodontium pellucidum,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2007,1,29-May-07,Dicranella heteromalla,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2007,1,29-May-07,Ranunculus flammula,0.1-1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2007,1,29-May-07,Scapania undulata,0.1-1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
ZKXWRH,CS2007,1,29-May-07,Sphagnum sp,2.5-5%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
QVIAYN,CS2007,1,07-Aug-07,Chiloscyphus polyanthos,0.1-1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
QVIAYN,CS2007,1,07-Aug-07,Lejeunea lamacerina,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
QVIAYN,CS2007,1,07-Aug-07,Rhynchostegium riparioides,1-2.5%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
QVIAYN,CS2007,1,07-Aug-07,Thamnobryum alopecurum,<0.1%,22s,30,True uplands (Scotland),Dumfries & Galloway,SCO
BBYZZW,CS2007,1,30-Oct-07,Agrostis stolonifera,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
BBYZZW,CS2007,1,30-Oct-07,Cladophora (aggregate),2.5-5%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
BBYZZW,CS2007,1,30-Oct-07,Rhynchostegium riparioides,2.5-5%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
PFCFRO,CS2007,1,26-Sep-07,Rhynchostegium riparioides,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
PFCFRO,CS2007,1,26-Sep-07,Vaucheria sp,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
YBYWHW,CS2007,1,03-Oct-07,No species entered,<0.1%,22s,30,True uplands (Scotland),Northumberland,SCO
BCEQHP,CS2007,1,25-Sep-07,Agrostis stolonifera,2.5-5%,16e,15,Westerly lowlands (England),Northumberland,ENG
BCEQHP,CS2007,1,25-Sep-07,Sparganium erectum,>75%,16e,15,Westerly lowlands (England),Northumberland,ENG
BCEQHP,CS2007,1,25-Sep-07,Stachys palustris,0.1-1%,16e,15,Westerly lowlands (England),Northumberland,ENG
BCEQHP,CS2007,1,25-Sep-07,Veronica beccabunga,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
KXFAEB,CS2007,1,21-Sep-07,Agrostis stolonifera,1-2.5%,7s,25,Lowlands (Scotland),Argyll & Bute,SCO
KXFAEB,CS2007,1,21-Sep-07,Glyceria fluitans,2.5-5%,7s,25,Lowlands (Scotland),Argyll & Bute,SCO
KXFAEB,CS2007,1,21-Sep-07,Lemna gibba,1-2.5%,7s,25,Lowlands (Scotland),Argyll & Bute,SCO
KXFAEB,CS2007,1,21-Sep-07,Oenanthe crocata,2.5-5%,7s,25,Lowlands (Scotland),Argyll & Bute,SCO
KXFAEB,CS2007,1,21-Sep-07,Phragmites australis,10-25%,7s,25,Lowlands (Scotland),Argyll & Bute,SCO
KXFAEB,CS2007,1,21-Sep-07,Rorippa nasturtium-aquaticum,50-75%,7s,25,Lowlands (Scotland),Argyll & Bute,SCO
KXFAEB,CS2007,1,21-Sep-07,Spirogyra sp,<0.1%,7s,25,Lowlands (Scotland),Argyll & Bute,SCO
ERZTLR,CS2007,1,24-Oct-07,Agrostis stolonifera,0.1-1%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
ERZTLR,CS2007,1,24-Oct-07,Amblystegium riparium,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
ERZTLR,CS2007,1,24-Oct-07,Callitriche sp,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
ERZTLR,CS2007,1,24-Oct-07,Glyceria fluitans,2.5-5%,28s,36,Intermediate uplands and Islands (Scotland),East Ayrshire,SCO
MPVOVJ,CS2007,1,13-Aug-07,Rhynchostegium riparioides,1-2.5%,23s,31,True uplands (Scotland),Scottish Borders,SCO
MPVOVJ,CS2007,1,13-Aug-07,Scapania undulata,<0.1%,23s,31,True uplands (Scotland),Scottish Borders,SCO
HGUOAH,CS2007,1,18-Oct-07,Conocephalum conicum,<0.1%,23e,23,Uplands (England),Northumberland,ENG
HGUOAH,CS2007,1,18-Oct-07,Montia fontana,5-10%,23e,23,Uplands (England),Northumberland,ENG
HGUOAH,CS2007,1,18-Oct-07,Plagiomnium undulatum,<0.1%,23e,23,Uplands (England),Northumberland,ENG
HGUOAH,CS2007,1,18-Oct-07,Rhynchostegium riparioides,2.5-5%,23e,23,Uplands (England),Northumberland,ENG
LDEDPH,CS2007,1,11-Sep-07,Agrostis stolonifera,5-10%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2007,1,11-Sep-07,Alopecurus geniculatus,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2007,1,11-Sep-07,Glyceria fluitans,10-25%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2007,1,11-Sep-07,Marchantia polymorpha,<0.1%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2007,1,11-Sep-07,Rhynchostegium riparioides,0.1-1%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2007,1,11-Sep-07,Rorippa nasturtium-aquaticum,>75%,25e,24,Easterly lowlands (England),Northumberland,ENG
LDEDPH,CS2007,1,11-Sep-07,Veronica beccabunga,<0.1%,25e,24,Easterly lowlands (England),Northumberland,ENG
LCMMWD,CS2007,1,13-Sep-07,Agrostis stolonifera,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
LCMMWD,CS2007,1,13-Sep-07,Cladophora (aggregate),25-50%,16e,15,Westerly lowlands (England),Northumberland,ENG
LCMMWD,CS2007,1,13-Sep-07,Glyceria fluitans,50-75%,16e,15,Westerly lowlands (England),Northumberland,ENG
LCMMWD,CS2007,1,13-Sep-07,Veronica beccabunga,1-2.5%,16e,15,Westerly lowlands (England),Northumberland,ENG
DJYEXM,CS2007,1,23-Sep-07,Marsupella emarginata,25-50%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
YERFOW,CS2007,1,24-Sep-07,Agrostis stolonifera,5-10%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
YERFOW,CS2007,1,24-Sep-07,Rhynchostegium riparioides,0.1-1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Agrostis stolonifera,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Enteromorpha intestinalis,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Fontinalis antipyretica,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Glyceria fluitans,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Iris pseudacorus,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Oenanthe crocata,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Phalaris arundinacea,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Rhynchostegium riparioides,<0.1%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
RVGJUQ,CS2007,1,16-Oct-07,Vaucheria sp,1-2.5%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
PNSAFC,CS2007,1,23-Oct-07,Agrostis stolonifera,<0.1%,26s,34,Lowlands (Scotland),East Ayrshire,SCO
PNSAFC,CS2007,1,23-Oct-07,Phalaris arundinacea,<0.1%,26s,34,Lowlands (Scotland),East Ayrshire,SCO
YYKNUC,CS2007,1,25-Oct-07,Agrostis stolonifera,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
YYKNUC,CS2007,1,25-Oct-07,Brachythecium rutabulum,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
YYKNUC,CS2007,1,25-Oct-07,Fontinalis antipyretica,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
YYKNUC,CS2007,1,25-Oct-07,Glyceria fluitans,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
YYKNUC,CS2007,1,25-Oct-07,Hygrohypnum ochraceum,2.5-5%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
YYKNUC,CS2007,1,25-Oct-07,Montia fontana,<0.1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
