"id","visit_code","species","abundance","recapture","sex","age_cohort","trap_type","trap_number","tissue"
"21585","161-1-25-2","Rattus fuscipes",1,"No","Male","Adult","Small Cage","3","Yes"
"21589","161-1-25-3","Rattus fuscipes",1,"No","","Juvenile","Elliott","4","No"
"21597","161-1-25-3","Rattus fuscipes",1,"Yes","","Adult","Small Cage","3","No"
"21599","161-1-41-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"21602","161-1-41-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"21603","161-1-41-2","Rattus fuscipes",1,"Yes","","Adult","Elliott","9","No"
"21615","161-1-44-1","Rattus fuscipes",1,"No","Male","Subadult","Elliott","2","Yes"
"21620","161-1-44-2","Rattus fuscipes",1,"Yes","","","Elliott","6","No"
"21633","161-7-1-1","Rattus fuscipes",1,"No","Female","Subadult","Elliott","1","Yes"
"21634","161-7-1-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"21637","161-7-1-2","Rattus fuscipes",1,"Yes","","","Elliott","2","No"
"21638","161-7-1-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","Yes"
"21639","161-7-1-2","Rattus fuscipes",1,"No","","Adult","Elliott","9","No"
"21641","161-7-1-2","Rattus fuscipes",1,"Yes","","Adult","Small Cage","3","No"
"21643","161-7-1-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","2","No"
"21644","161-7-1-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","8","No"
"21647","161-7-1-3","Rattus fuscipes",1,"No","Male","Adult","Small Cage","3","Yes"
"21648","161-7-20-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"21649","161-7-20-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"21650","161-7-20-2","Rattus fuscipes",1,"Yes","","","Elliott","1","No"
"21651","161-7-20-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"21653","161-7-20-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","Yes"
"21654","161-7-20-2","Rattus fuscipes",1,"No","","","Elliott","8","No"
"21657","161-7-20-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","9","Yes"
"21658","161-7-20-3","Rattus fuscipes",1,"No","Male","Subadult","Elliott","10","Yes"
"21660","161-7-46-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"21663","161-8-3-1","Rattus fuscipes",1,"No","Male","Subadult","Elliott","7","Yes"
"21664","161-8-3-1","Rattus fuscipes",1,"No","Male","Adult","Small Cage","4","Yes"
"21665","161-8-3-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"21666","161-8-3-2","Rattus fuscipes",1,"Yes","","Adult","Elliott","7","No"
"21668","161-8-3-3","Rattus fuscipes",1,"Yes","Female","","Elliott","5","No"
"21676","161-10-18-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","6","Yes"
"21678","161-10-18-3","Rattus fuscipes",1,"Yes","","","Elliott","10","No"
"21747","161-4-C-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"21781","161-6-144-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","No"
"21783","161-6-149-1","Rattus fuscipes",1,"No","Female","Subadult","Elliott","8","Yes"
"21784","161-6-149-1","Rattus fuscipes",1,"No","Male","Juvenile","Small Cage","2","No"
"21789","161-6-149-2","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","6","Yes"
"21792","161-6-149-2","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","10","Yes"
"21797","161-6-149-3","Rattus fuscipes",1,"Yes","","Juvenile","Elliott","5","No"
"21798","161-6-149-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","6","No"
"21801","161-6-157-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","No"
"21803","161-6-157-2","Rattus fuscipes",1,"Yes","","","Elliott","1","No"
"21807","161-7-73-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"21809","161-7-73-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"21811","161-7-73-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"21815","161-7-73-2","Rattus fuscipes",1,"Yes","","","Elliott","1","No"
"21817","161-7-73-2","Rattus fuscipes",1,"Yes","","","Elliott","5","No"
"21818","161-7-73-2","Rattus fuscipes",1,"Yes","","","Elliott","10","No"
"21820","161-7-73-2","Rattus fuscipes",1,"No","Female","Adult","Small Cage","3","Yes"
"21823","161-7-73-3","Rattus fuscipes",1,"Yes","","","Elliott","1","No"
"21826","161-7-73-3","Rattus fuscipes",1,"Yes","","","Elliott","9","No"
"21827","161-7-73-3","Rattus fuscipes",1,"Yes","","","Elliott","10","No"
"21844","161-7-82-1","Rattus fuscipes",1,"No","","","Elliott","1",""
"21845","161-7-82-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"21847","161-7-82-2","Rattus fuscipes",1,"Yes","Male","Adult","Elliott","9","No"
"21848","161-7-82-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"21850","161-7-82-3","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"21851","161-7-82-3","Rattus fuscipes",1,"Yes","","","Elliott","10","No"
"21853","161-7-84-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","No"
"21859","161-10-12-1","Rattus fuscipes",1,"No","Male","Subadult","Elliott","7","Yes"
"21863","161-10-12-2","Rattus fuscipes",1,"Yes","","","Elliott","4","No"
"21875","161-10-17-1","Rattus fuscipes",1,"No","Male","Adult","Small Cage","2","Yes"
"21876","161-10-17-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","1",""
"21878","161-10-17-2","Rattus fuscipes",1,"Yes","","","Elliott","7",""
"21885","161-10-20-1","Rattus fuscipes",1,"No","Female","Subadult","Elliott","10","Yes"
"21896","161-12-C-1","Rattus fuscipes",1,"No","Male","Subadult","Small Cage","2","Yes"
"21897","161-12-C-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"21898","161-12-C-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"21907","161-12-C-3","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"21909","161-12-C-3","Rattus fuscipes",1,"No","Male","Subadult","Elliott","6","Yes"
"21910","161-12-C-3","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"21911","161-12-C-3","Rattus fuscipes",1,"No","Male","Subadult","Elliott","9","Yes"
"21935","161-1-57-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","4","Yes"
"21996","161-4-1-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","6","Yes"
"21997","161-4-1-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"21998","161-4-1-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","Yes"
"22001","161-4-1-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","Yes"
"22002","161-4-1-3","Rattus fuscipes",1,"Yes","","","Elliott","8","No"
"22005","161-4-1-3","Rattus fuscipes",1,"Yes","","","Small Cage","4",""
"22012","161-9-7-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"22015","161-11-4-3","Rattus fuscipes",1,"No","","","Elliott","2","No"
"22022","161-4-B-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"22031","161-4-B-3","Rattus fuscipes",1,"Yes","","","Elliott","9","No"
"22037","161-6-12-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","Yes"
"22041","161-6-42-1","Rattus fuscipes",1,"No","","","Elliott","10",""
"22044","161-6-42-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"22047","161-6-42-2","Rattus fuscipes",1,"Yes","","","Small Cage","5","No"
"22057","161-6-54A-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"22065","161-6-64-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","7","Yes"
"22067","161-6-109-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","Yes"
"22068","161-6-109-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"22074","161-6-109-3","Rattus fuscipes",1,"Yes","","","Small Cage","4","No"
"22075","161-6-115-1","Rattus fuscipes",1,"No","","","Elliott","2","No"
"22078","161-6-115-2","Rattus fuscipes",1,"No","Male","Adult","Small Cage","3","Yes"
"22079","161-6-115-3","Rattus fuscipes",1,"No","Male","Adult","Small Cage","2","Yes"
"22080","161-7-44-1","Rattus fuscipes",1,"No","","","Elliott","5","No"
"22082","161-7-44-2","Rattus fuscipes",1,"No","","","Elliott","3","No"
"22083","161-7-44-2","Rattus fuscipes",1,"No","Female","Adult","Small Cage","4","Yes"
"22085","161-7-44-3","Rattus fuscipes",1,"Yes","","","Bucket","2","No"
"22088","161-8-2-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"22101","161-8-17-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"22103","161-8-17-2","Rattus fuscipes",1,"Yes","","","Elliott","6","No"
"22108","161-8-17-3","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"22117","161-9-1-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"22241","161-1-64-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","5","Yes"
"21986","161-2-2-3","Rattus lutreolus",1,"No","Male","Adult","Elliott","2","Yes"
"22081","161-7-44-1","Rattus lutreolus",1,"No","Male","Adult","Small Cage","4","Yes"
"22086","161-7-44-3","Rattus lutreolus",1,"No","Female","Adult","Small Cage","3","Yes"
"22299","161-12-A-1","Rattus lutreolus",1,"No","Female","Adult","Elliott","10","No"
"22302","161-12-A-2","Rattus lutreolus",1,"Yes","Female","Adult","Elliott","9","No"
"22025","161-4-B-2","Rattus rattus",1,"No","Female","Adult","Elliott","3","Yes"
"21568","161-1-9-2","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","3","No"
"21569","161-1-9-2","Trichosurus vulpecula",1,"No","Male","Subadult","Large Cage","6","No"
"21574","161-1-9-3","Trichosurus vulpecula",1,"Yes","Male","Adult","Small Cage","3","No"
"21612","161-1-43-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21614","161-1-43-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","6","No"
"21618","161-1-44-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","2","No"
"21622","161-1-44-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"21630","161-6-45-2","Trichosurus vulpecula",1,"No","Female","Juvenile","Small Cage","2","No"
"21631","161-6-45-3","Trichosurus vulpecula",1,"Yes","Male","Subadult","Small Cage","3","No"
"21632","161-6-45-3","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","6","No"
"21679","161-11-3-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"21690","161-11-3-3","Trichosurus vulpecula",1,"Yes","","Adult","Small Cage","5","No"
"21691","161-11-3-3","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21731","161-4-C-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21732","161-4-C-1","Trichosurus vulpecula",1,"No","Female","Juvenile","Large Cage","1","No"
"21742","161-4-C-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","3","No"
"21748","161-4-C-3","Trichosurus vulpecula",1,"Yes","","","Small Cage","2","No"
"21860","161-10-12-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21861","161-10-12-1","Trichosurus vulpecula",1,"No","Female","Subadult","Large Cage","1","No"
"21868","161-10-12-2","Trichosurus vulpecula",1,"Yes","","","Small Cage","4","No"
"21873","161-10-12-3","Trichosurus vulpecula",2,"Yes","","","Large Cage","6","No"
"21874","161-10-17-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21882","161-10-17-2","Trichosurus vulpecula",1,"Yes","","","Small Cage","4",""
"21884","161-10-17-3","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21918","161-1-50-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","3","No"
"21922","161-1-50-2","Trichosurus vulpecula",1,"Yes","","","Large Cage","1","No"
"21923","161-1-50-2","Trichosurus vulpecula",1,"No","Male","Subadult","Small Cage","4","No"
"21925","161-1-50-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"21928","161-1-50-3","Trichosurus vulpecula",1,"Yes","","","Large Cage","1","No"
"21940","161-1-58-2","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21945","161-1-58-3","Trichosurus vulpecula",1,"Yes","","","Large Cage","1",""
"21947","161-1-59-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"21951","161-1-59-2","Trichosurus vulpecula",1,"Yes","","","Small Cage","2","No"
"21954","161-1-59-3","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","Yes"
"21960","161-1-60-2","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","6","No"
"21967","161-1-62-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","5","No"
"21977","161-1-63-2","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"21979","161-1-63-3","Trichosurus vulpecula",1,"No","Male","Juvenile","Large Cage","1","No"
"21993","161-2-4-2","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","2","Yes"
"22004","161-4-1-3","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","2","No"
"22133","161-10-5-1","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","3","Yes"
"22139","161-1-37-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"22140","161-1-37-1","Trichosurus vulpecula",1,"No","Male","Juvenile","Large Cage","6","No"
"22143","161-1-37-2","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"22149","161-1-37-3","Trichosurus vulpecula",1,"Yes","","","Small Cage","3","No"
"22155","161-1-47-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"22173","161-1-52-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"22176","161-1-52-2","Trichosurus vulpecula",1,"No","","Adult","Small Cage","4","No"
"22182","161-1-52-3","Trichosurus vulpecula",1,"No","Female","","Small Cage","5","No"
"22216","161-1-54-3","Trichosurus vulpecula",1,"No","Female","","Large Cage","6","No"
"22225","161-1-56-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","3","No"
"22228","161-1-56-2","Trichosurus vulpecula",1,"No","Female","Subadult","Small Cage","5","No"
"22229","161-1-56-2","Trichosurus vulpecula",1,"Yes","Male","Adult","Large Cage","6","No"
"22234","161-1-56-3","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","1","No"
"22235","161-1-56-3","Trichosurus vulpecula",1,"No","Male","","Small Cage","5","No"
"22239","161-1-64-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","4","No"
"22264","161-2-7-1","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","4","No"
"22272","161-2-7-3","Trichosurus vulpecula",1,"Yes","","","Small Cage","5","No"
"21745","161-4-C-2","Wallabia bicolor",1,"No","","","Large Cage","6","No"
"21766","161-6-30-2","Wallabia bicolor",1,"No","","","Large Cage","1","No"
"21785","161-6-149-1","Wallabia bicolor",1,"No","","Subadult","Large Cage","6","No"
"22340","171-6-13-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22341","171-6-13-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","7","Yes"
"22344","171-6-13-3","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","10","Yes"
"22357","171-6-94-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","No"
"22361","171-6-94-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22366","171-6-120-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22376","171-7-47-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22378","171-7-47-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","No"
"22385","171-8-3-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22413","171-1-8-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22419","171-1-8-2","Antechinus stuartii",1,"Yes","","","Elliott","9",""
"22423","171-1-8-3","Antechinus stuartii",1,"Yes","","","Elliott","3",""
"22430","171-1-46-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22431","171-1-46-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22438","171-1-46-3","Antechinus stuartii",1,"Yes","","","Elliott","1",""
"22447","171-6-1-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22452","171-6-1-2","Antechinus stuartii",1,"Yes","","","Elliott","9",""
"22455","171-6-1-3","Antechinus stuartii",1,"Yes","","","Elliott","8",""
"22458","171-6-163-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22459","171-6-163-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22464","171-6-163-2","Antechinus stuartii",1,"Yes","","","Elliott","4",""
"22471","171-6-163-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","3","Yes"
"22475","171-7-14-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22481","171-7-14-2","Antechinus stuartii",1,"Yes","","","Elliott","5",""
"22482","171-7-14-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22483","171-7-14-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"22561","171-10-6-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22566","171-10-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22569","171-10-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22570","171-10-7-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22573","171-10-7-2","Antechinus stuartii",1,"Yes","","","Elliott","10",""
"22575","171-10-7-3","Antechinus stuartii",1,"Yes","","","Elliott","1",""
"22576","171-10-7-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","No"
"22578","171-10-7-3","Antechinus stuartii",1,"Yes","","","Elliott","9",""
"22582","171-10-32-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22587","171-10-32-2","Antechinus stuartii",1,"Yes","","","Elliott","10",""
"22598","171-10-38-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22601","171-10-38-3","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","7","Yes"
"22602","171-10-38-3","Antechinus stuartii",1,"Yes","","","Elliott","9",""
"22604","171-1-37-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"22608","171-1-37-2","Antechinus stuartii",1,"Yes","","","Elliott","5",""
"22611","171-1-37-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","No"
"22612","171-1-37-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","10","Yes"
"22620","171-1-52-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22626","171-1-52-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","6","No"
"22628","171-1-52-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22631","171-1-52-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22632","171-1-52-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"22634","171-1-53-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22635","171-1-53-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","9",""
"22642","171-1-54-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22647","171-1-54-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","Yes"
"22655","171-1-55-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"22680","171-1-64-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","No"
"22681","171-1-64-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","No"
"22689","171-2-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22692","171-2-7-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22696","171-2-7-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","10","Yes"
"22699","171-2-12-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22703","171-2-12-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","1","Yes"
"22709","171-2-13-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22710","171-2-13-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22716","171-1-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22724","171-1-38-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"22730","171-1-38-2","Antechinus stuartii",1,"Yes","Female","Adult","Small Cage","4","No"
"22734","171-1-38-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"22757","171-1-57-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22765","171-4-A-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22766","171-4-A-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","1","No"
"22767","171-4-A-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22773","171-4-A-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","1","No"
"22775","171-4-A-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","No"
"22783","171-6-54-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"22785","171-6-139-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22788","171-6-139-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","1","No"
"22791","171-6-139-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","1","No"
"22795","171-6-155-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22802","171-6-155-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","6","No"
"22808","171-6-155-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22810","171-6-155-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22816","171-6-162-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","No"
"22817","171-6-162-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"22818","171-6-162-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","4","Yes"
"22826","171-7-92-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22832","171-7-92-3","Antechinus stuartii",1,"Yes","Male","Adult","Elliott","10","No"
"22843","171-1-36-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"22847","171-1-36-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"22857","171-1-49-2","Antechinus stuartii",1,"No","Female","Adult","Small Cage","5","Yes"
"22861","171-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22862","171-1-50-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"22866","171-1-50-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","10","No"
"22870","171-1-50-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","9","No"
"22876","171-1-58-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"22880","171-1-58-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"22895","171-1-59-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"22899","171-1-60-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"22900","171-1-60-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","8","No"
"22902","171-1-60-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"22906","171-1-61-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22907","171-1-61-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22908","171-1-61-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","10","No"
"22909","171-1-61-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"22912","171-1-62-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"22913","171-1-62-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22916","171-1-62-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","8","No"
"22928","171-1-63-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"22933","171-1-63-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","No"
"22949","171-9-6-1","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","9","Yes"
"22951","171-9-6-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","Yes"
"22953","171-9-9-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"22964","171-1-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"22966","171-1-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"22969","171-1-7-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","1","No"
"22970","171-1-7-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","2","Yes"
"22973","171-1-7-2","Antechinus stuartii",1,"Yes","","","Elliott","7",""
"22978","171-1-7-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","7","Yes"
"22984","171-1-G-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"23001","171-4-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"23005","171-4-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"23007","171-4-4-3","Antechinus stuartii",1,"Yes","","","Elliott","4","No"
"23009","171-4-4-3","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"23032","171-7-3-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"23035","171-7-3-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","No"
"23036","171-7-3-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"23056","171-7-G-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","No"
"23060","171-7-G-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","No"
"23073","171-12-54-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"23075","171-12-54-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"23077","171-12-54-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"23079","171-12-54-2","Antechinus stuartii",1,"Yes","","","Elliott","5","No"
"23083","171-12-54-3","Antechinus stuartii",1,"Yes","","","Elliott","4",""
"23084","171-12-54-3","Antechinus stuartii",1,"Yes","","","Elliott","8",""
"22420","171-1-8-2","Cercartetus nanus",1,"No","Female","Adult","Elliott","10","Yes"
"22489","171-7-14-3","Pseudomys gracilicaudatus",1,"No","Male","Juvenile","Elliott","2","Yes"
"22523","171-7-95-1","Pseudomys gracilicaudatus",1,"No","","Adult","Elliott","5","Yes"
